ID,I1,I2,I3
153,0.6984400772489607,1.334107278380543,3.737106912303716
154,8.696656944230199,8.883255212567747,7.112132196780294
155,9.878223377745599,4.892865752335638,2.1972273313440382
156,2.454906271304935,6.558283984195441,8.270385982468724
157,NA,NA,NA
158,1.6451013181358576,4.655797914601862,9.260981434490532
159,3.2754631293937564,8.167595723643899,0.9404941787943244
160,NA,NA,NA
161,9.057129905559123,0.24465812370181084,4.289102258626372
162,9.52823297586292,0.11961917160078883,5.303874206729233
163,9.265249301679432,3.479598085395992,4.584949351847172
164,0.6324732583016157,3.827293715439737,8.718011667951941
165,0.23226556135341525,1.5245830011554062,2.5781166809611022
166,4.326939655002207,3.784832591190934,8.230904270894825
167,0.20020271884277463,4.8758044466376305,0.46211337903514504
168,3.7844693125225604,2.0533243054524064,2.7137862611562014
169,0.6943936599418521,9.364190590567887,1.9467597710900009
170,5.784268991556019,8.524597967043519,1.974460850469768
171,0.18532096641138196,1.6937069431878626,6.776540093123913
172,4.895970146171749,0.27781097684055567,4.29120596498251
173,7.8755796840414405,4.877923976164311,5.420557903125882
174,7.449952324386686,8.568942148704082,0.49482129281386733
175,2.5093980855308473,1.8457822781056166,7.277069287374616
176,5.314996470697224,3.748908203560859,9.45324982283637
177,0.7185151474550366,8.168665398843586,6.132311618421227
178,6.9576349994167686,2.789020382333547,9.53390377573669
179,7.216204239521176,4.609925297554582,0.6233887863345444
180,3.7502924841828644,8.1557920970954,9.663069189991802
181,5.259749025572091,8.870144365355372,3.785917789209634
182,7.035489031113684,5.237599036190659,6.2827901425771415
183,NA,NA,NA
184,2.725101134274155,9.42426380701363,1.5048250532709062
185,6.235477840527892,4.275943487882614,5.904058392625302
186,7.0067488588392735,7.065834796521813,4.647415326908231
187,6.036013669800013,8.394929124042392,2.455014188308269
188,NA,NA,NA
189,9.496887316927314,4.1947614890523255,3.7861338863149285
190,9.769154905807227,5.155782885849476,7.9863381129689515
191,NA,NA,NA
192,3.4633845021016896,0.16495847376063466,0.6408267421647906
193,6.124220718629658,9.811072451993823,4.1125636151991785
194,8.864665555302054,9.542997486423701,9.204718717373908
195,2.0866153086535633,3.9158210903406143,7.819129133131355
196,0.9672955819405615,7.739473937544972,1.4553189789876342
197,5.49061190802604,2.0828173751942813,3.8838301482610404
198,1.1115585919469595,0.2944593387655914,6.7455731076188385
199,0.9435782418586314,6.340834223665297,4.154695621691644
200,7.318378929048777,3.7369685783050954,1.7150048026815057
201,8.758167910855263,9.44140745792538,8.798526162281632
202,1.2237921077758074,6.452412740327418,5.197229259647429
203,7.331257383339107,8.90866108238697,7.53119261469692
204,6.740586198866367,0.6680070469155908,4.383891858160496
205,NA,NA,NA
206,NA,NA,NA
207,2.0139378518797457,9.7306935233064,4.852818513754755
208,9.044862210284919,7.219667001627386,0.46315831132233143
209,NA,NA,NA
210,8.514770739711821,4.76626981748268,4.777698272373527
211,NA,NA,NA
212,NA,NA,NA
213,4.63152899639681,4.737583673559129,4.33059974340722
214,9.336201958358288,2.4587028846144676,3.531949599273503
215,NA,NA,NA
216,1.0356108541600406,8.54334352305159,6.579480029176921
217,3.74081043060869,6.865161322057247,7.299348022788763
218,8.202496217563748,4.523191717453301,4.383537769317627
219,3.5915004927664995,8.194100582040846,2.1902767312712967
220,6.273642892483622,7.493783617392182,3.057937335688621
221,7.0705051883123815,4.255504831671715,0.6969860312528908
222,0.6678972230292857,6.735552274622023,3.403873557690531
223,6.3188752345740795,6.130893616937101,9.479570100083947
224,NA,NA,NA
225,4.34531964128837,5.4207060928456485,3.317358393687755
226,5.104082569014281,9.141239484306425,0.3740990231744945
227,7.264792551286519,9.048409215174615,5.767929134890437
228,4.0030426206067204,2.3676431155763566,3.2684895396232605
229,1.7501318594440818,2.8169628838077188,8.630720076616853
230,9.629167120438069,9.78324020979926,2.8151739737950265
231,7.585192441474646,2.0352631993591785,0.8089262922294438
232,NA,NA,NA
233,0.8585154335014522,2.9899071156978607,2.165798656642437
234,4.8210522113367915,1.6378681384958327,0.21022860426455736
235,1.7330321623012424,0.08065054658800364,8.888268447481096
236,6.237591721583158,9.800174559932202,2.6750180777162313
237,3.175788321532309,7.833473605569452,0.013255805242806673
238,6.620943734887987,0.7754686521366239,6.978587845806032
239,2.1793265966698527,7.6974306046031415,1.4736831607297063
240,8.947900503408164,7.043857593089342,5.26724140625447
241,9.236027840524912,1.8703258479945362,9.015017554629594
242,NA,NA,NA
243,0.7600447861477733,9.02974589029327,0.028880266472697258
244,2.8146727732382715,4.111011286731809,6.331382186617702
245,2.5248312088660896,0.5519025097601116,5.539421946741641
246,1.6615290357731283,8.392889928072691,2.423790884204209
247,3.122033141553402,2.4646058189682662,4.930304873269051
248,5.373631773982197,5.282182185910642,6.888767334166914
249,6.443525075446814,3.3491971204057336,7.906995704397559
250,7.394981377292424,4.807638346683234,1.4245751174166799
251,3.1495270179584622,9.056059694848955,4.027982936240733
252,3.2363266707397997,5.661078665871173,6.303413950372487
253,4.197279328946024,3.6050002183765173,0.007977017667144537
254,9.675268488936126,3.15768034895882,3.4836335945874453
255,0.265672046225518,9.840056290850043,2.221888538915664
256,6.302506937645376,4.550787608604878,9.285826256964356
257,NA,NA,NA
258,8.478075668681413,8.873966883402318,9.820784975308925
259,0.9735491452738643,9.46969965705648,4.820429703686386
260,9.179946472868323,8.53964950190857,4.5887255715206265
261,NA,NA,NA
262,NA,NA,NA
263,8.311699002515525,9.282302604988217,7.425305424258113
264,8.096570780035108,3.8708744710311294,7.761283153668046
265,NA,NA,NA
266,NA,NA,NA
267,4.186116124037653,0.10650877142325044,5.778732413891703
268,3.8011569064110518,3.2379112183116376,6.69288833392784
269,1.270721978507936,3.941639398690313,4.797878514509648
270,6.374640483409166,0.4608599632047117,1.211189548484981
271,2.151115310844034,0.8752553584054112,5.805081201251596
272,NA,NA,NA
273,6.336129356641322,8.75458518275991,0.5006939405575395
274,NA,NA,NA
275,9.821378474589437,3.166047385893762,5.828397441655397
276,NA,NA,NA
277,9.426446263678372,6.718244280200452,0.49794025951996446
278,9.99369990779087,9.847737872041762,3.4922069124877453
279,NA,NA,NA
280,8.72434920631349,9.009518311358988,5.41051744716242
281,1.1331567633897066,5.228920639492571,1.8869703821837902
282,6.914390861056745,4.969882525037974,6.670493504498154
283,0.11580548249185085,4.701674098614603,5.290885476861149
284,2.1445441502146423,5.181227179709822,7.825192515738308
285,6.835622459184378,0.8311767131090164,9.10909831058234
286,3.355092315468937,1.6299009509384632,4.5705972937867045
287,2.7020217035897076,3.6283412971533835,1.2245693732984364
288,6.185860615223646,0.6414845120161772,0.41541101410984993
289,1.9630127563141286,1.1507675983011723,0.27443094411864877
290,8.110133453737944,9.793016714975238,0.2096438780426979
291,5.90603799559176,2.7891545346938074,8.946520404424518
292,7.456684571225196,6.548569221049547,5.37927076453343
293,5.904347796458751,4.030545435380191,9.399780798703432
294,8.724493111949414,2.670582993887365,8.835421863477677
295,6.043723693583161,5.783755995798856,2.895086456555873
296,7.701519322581589,6.988753972109407,9.017512144055218
297,8.732798781711608,6.556245426181704,7.626633532345295
298,NA,NA,NA
299,3.7718611862510443,2.2024813294410706,9.914937547873706
300,8.002105641644448,2.232056027278304,7.153711577411741
301,7.943216455169022,6.070007535163313,2.7710103895515203
302,9.361901425290853,2.1503913681954145,8.182577721308917
303,9.524694446008652,7.438265224918723,6.04368232190609
304,4.144093003123999,6.7244894173927605,9.017992631997913
305,3.11428131069988,0.8251641155220568,3.6621392518281937
306,8.0230178614147,8.500341549515724,5.711693363264203
307,7.184261262882501,1.5596988936886191,6.8823888269253075
308,9.652100787498057,4.650086385663599,2.285885945893824
309,3.307881378568709,5.106049349997193,5.776186191942543
310,5.925867117475718,7.535234785173088,7.148775416426361
311,6.076294037047774,8.81450182525441,3.5952607728540897
312,2.541010461281985,1.7672849330119789,2.5500632054172456
313,8.333785368595272,5.374453898984939,2.1184383518993855
314,7.23049609689042,6.969344415701926,9.776100821327418
315,4.6790751768276095,7.695067103486508,3.0279198242351413
316,5.662711013574153,1.5932049602270126,2.112056636251509
317,4.668386012781411,7.481012628413737,3.42993619851768
318,0.9035078575834632,8.120717571582645,8.764220823068172
319,5.611777454614639,2.3457668186165392,3.455240484327078
320,0.21608159178867936,9.427392727229744,7.206050865352154
321,NA,NA,NA
322,NA,NA,NA
323,5.0500045996159315,4.986409181728959,2.3802853166125715
324,8.685782626271248,6.175568874459714,4.529595330823213
325,1.3863204582594335,6.169199931900948,6.275305363815278
326,5.810997826047242,4.86313761677593,1.8923505884595215
327,3.4009951422922313,2.9581989953294396,6.550979355815798
328,0.8923418424092233,9.243036122061312,8.899015858769417
329,9.644619326572865,6.417421891819686,3.3077154494822025
330,8.419140237383544,9.61630743695423,7.173211488407105
331,NA,NA,NA
332,1.7747634393163025,8.138278792612255,4.836017785128206
333,9.639338788110763,0.2691107988357544,8.592429370619357
334,3.0329876812174916,1.2047070427797735,0.25379832135513425
335,9.629237649496645,0.24017096031457186,8.512321528978646
336,6.939879998099059,8.848313488997519,4.866808818187565
337,NA,NA,NA
338,5.662021511234343,8.77767569385469,5.793997424189001
339,4.0251133078709245,5.429623930249363,1.8728296947665513
340,5.295437267050147,5.652102553285658,2.3896832787431777
341,2.6181102404370904,4.842392907012254,7.864532938692719
342,0.4187360848300159,8.973435764200985,5.7143585360608995
343,2.6421542442403734,4.130944556090981,6.173612501006573
344,NA,NA,NA
345,7.705345500726253,7.796571208164096,2.693982182536274
346,9.697961318306625,9.205229026265442,9.00729531655088
347,7.1674948069266975,1.517835259437561,7.446977312210947
348,NA,NA,NA
349,0.673513668589294,8.524620258249342,0.795059110969305
350,4.594119023531675,3.3020446659065783,8.289693547412753
351,NA,NA,NA
352,3.3078756066970527,3.2023792574182153,5.740380263887346
353,3.8616852508857846,0.7226396026089787,4.9654518673196435
354,4.617904538754374,4.629381317645311,0.4520390322431922
355,6.805872705299407,4.731305462773889,7.886995393782854
356,9.059666329994798,8.765963714104146,2.602157110814005
357,9.481963473372161,4.982825487386435,9.230721483472735
358,1.121089314110577,1.548373461700976,6.871254772413522
359,NA,NA,NA
360,3.8777119433507323,8.087886411231011,3.6050758976489305
361,8.393136223312467,4.137572534382343,8.590498105622828
362,3.4188101743347943,6.388064476195723,5.002497718669474
363,6.27793628256768,3.720976496115327,7.249250786844641
364,NA,NA,NA
365,4.9292434100061655,8.201724539976567,0.2265387400984764
366,6.147910123690963,4.848707192577422,0.18768312176689506
367,NA,NA,NA
368,8.189709133002907,5.699524134397507,7.843992409761995
369,2.7077469509094954,8.44313355628401,0.9710916713811457
370,6.482165746856481,8.019351081456989,6.202157693915069
371,4.836739844176918,7.175450341310352,7.6782606821507215
372,NA,NA,NA
373,NA,NA,NA
374,4.920581073965877,1.3221601350232959,1.4894608757458627
375,2.196059657726437,2.91114023886621,0.7909388933330774
376,NA,NA,NA
377,6.373828768264502,9.293271573260427,0.8268131455406547
378,5.614214460365474,4.13477684604004,6.341862729750574
379,8.889167439192533,9.291149720083922,8.271832580212504
380,5.852359407581389,9.996255678124726,6.950971262995154
381,2.148476222064346,8.381207608617842,9.68196780886501
382,0.35206892993301153,4.1832326469011605,7.976263316813856
383,8.514693763572723,3.646061799954623,1.6677784570492804
384,NA,NA,NA
385,1.4255956606939435,9.076889774296433,5.644485692027956
386,7.465962050482631,1.2183375610038638,2.414181043859571
387,6.877688034437597,2.9555259342305362,9.465035782195628
388,3.9977955003269017,3.995520817115903,7.68539329059422
389,9.184455843642354,9.40149430418387,0.3642569971270859
390,1.9178546871989965,2.3146759043447673,8.962244037538767
391,3.710042543243617,8.267050781287253,8.033949006348848
392,5.481517883017659,5.8878214517608285,1.4705858193337917
393,0.015020901337265968,0.42834003223106265,7.064212104305625
394,5.588242954108864,2.348807859234512,8.828443414531648
395,4.4617453357204795,6.576330724637955,0.6575634703040123
396,9.79497592896223,1.246616984717548,4.346168388146907
397,8.2792231393978,2.8722478915005922,4.495654741767794
398,7.728928006254137,5.185505005065352,1.3749807979911566
399,7.228315735701472,8.873504847288132,1.3487999234348536
400,4.93627937277779,6.0901433834806085,7.856639081146568
401,6.506585394963622,2.390025691129267,4.566821658518165
402,1.4867878169752657,6.204647563863546,7.702471192460507
403,1.7346843960694969,2.2816029493696988,8.686418468132615
404,6.454537408426404,6.121212656144053,7.403050858993083
405,8.339194157160819,8.201685938984156,2.539718837942928
406,3.698159707710147,4.864568617194891,8.225356407929212
407,NA,NA,NA
408,0.8839534176513553,5.46347479801625,1.6322821122594178
409,0.4030769062228501,9.107206892222166,3.1699482537806034
410,5.179234980605543,8.643564397934824,6.834998519625515
411,7.801392436958849,3.7985074892640114,2.7525797532871366
412,5.604591330047697,0.9079010761342943,0.8998100110329688
413,6.367175176274031,4.145191079005599,6.018742481246591
414,6.238153402227908,0.0786045822314918,5.844222737941891
415,8.70472326874733,8.767557686660439,1.5776627673767507
416,2.2855793219059706,7.492575980722904,1.823589790146798
417,3.0063285236246884,2.363009948749095,6.555582981090993
418,NA,NA,NA
419,7.2652432532049716,6.528965965844691,8.09309437405318
420,7.176118728239089,0.47672809567302465,3.537714402191341
421,4.6432372671552,2.1515461150556803,2.5081305182538927
422,NA,NA,NA
423,7.910263624507934,5.109722518827766,9.15295850718394
424,6.799705293960869,5.37166622467339,9.05060755321756
425,NA,NA,NA
426,4.3052632245235145,4.423278206959367,5.908817704766989
427,1.9130898779258132,1.9803716684691608,1.5133587247692049
428,NA,NA,NA
429,8.13591908896342,1.3862547418102622,2.7957988809794188
430,5.905977252405137,7.245069101918489,3.87660764856264
431,9.461040114983916,4.480937039479613,2.957217807415873
432,NA,NA,NA
433,4.118667142465711,8.054836709052324,6.826554536819458
434,1.5531878755427897,8.4359010332264,5.7946125930175185
435,0.17629267647862434,6.996897282078862,3.93243397353217
436,NA,NA,NA
437,1.4170553931035101,9.570788557175547,2.9944493086077273
438,5.021975776180625,9.413445345126092,6.642590414267033
439,3.4542648191563785,6.39752593357116,6.298911590129137
440,9.705793133471161,7.7488717855885625,7.699929776135832
441,1.1715347995050251,0.41080859722569585,9.652324519120157
442,3.787809833884239,7.927383326459676,1.3337486330419779
443,NA,NA,NA
444,6.3707891828380525,1.3291778694838285,8.068909789435565
445,3.4439545474015176,3.2954536797478795,0.3012254321947694
446,2.8352312254719436,2.1339744701981544,5.523338303901255
447,0.2889812272042036,6.209324165247381,5.426400990691036
448,NA,NA,NA
449,2.301540244370699,6.673739466350526,5.382907858584076
450,6.575891769025475,1.722816196270287,2.071850795764476
451,NA,NA,NA
452,0.37514733150601387,5.291028812061995,4.186096952762455
453,8.407975940499455,2.8442332800477743,4.617068071383983
454,NA,NA,NA
455,4.539577236864716,8.464883072301745,3.104787888005376
456,6.968955979682505,4.926632430870086,3.3583369362168014
457,6.333340953569859,5.868601833935827,2.953627894166857
458,0.09883233811706305,9.634910598397255,8.351216926239431
459,0.5644722562283278,0.44362192042171955,9.63077601743862
460,1.629846857395023,5.600978918373585,2.58877667831257
461,1.1829128628596663,6.198343657888472,4.334864632692188
462,7.9236101964488626,7.7048854902386665,2.9894397989846766
463,NA,NA,NA
464,7.292013666592538,8.32921085646376,8.08468176284805
465,4.393902637530118,2.968175853602588,5.77652431325987
466,NA,NA,NA
467,6.6119494009763,9.0017658052966,8.717514425516129
468,8.832845045253634,2.9970822343602777,3.391174746211618
469,5.8222056669183075,0.010743567254394293,3.607870836276561
470,4.271208688151091,5.253456654027104,3.8438053405843675
471,5.182919034268707,6.457646572962403,6.952030621469021
472,2.122138103004545,3.9607651624828577,7.765803311485797
473,8.052618918009102,2.929011720698327,1.6837646160274744
474,2.717050227802247,4.506817602086812,4.190046084113419
475,6.83135466882959,3.4047249774448574,5.604284834116697
476,8.150495181325823,2.521424100268632,7.777895233593881
477,NA,NA,NA
478,1.6570336045697331,2.8743834351189435,6.9612654857337475
479,7.655441486276686,1.4909414295107126,1.9799155229702592
480,1.11236929660663,8.041025325655937,9.219636409543455
481,7.169094532728195,0.05858298158273101,8.544752181041986
482,1.9671238213777542,0.8916407078504562,8.673335751518607
483,9.538047981914133,2.2793757007457316,8.02958057494834
484,9.478997155092657,2.1946852444671094,6.517381325829774
485,0.21781820571050048,0.11950345477089286,4.240448821801692
486,6.966028062161058,8.695949311368167,6.535664908587933
487,NA,NA,NA
488,9.778675625566393,4.683211436495185,3.123957603238523
489,6.49813765194267,7.262332350946963,5.312158335000277
490,1.2275825790129602,8.976111225783825,6.593238359782845
491,3.1199214747175574,5.753826987929642,8.945212145335972
492,0.5862064356915653,7.484844881109893,7.4302909057587385
493,7.742616445757449,6.167733916081488,5.108196998480707
494,2.127190944738686,0.7560665183700621,2.310885840561241
495,8.116023114416748,7.468027935829014,1.4895265479572117
496,1.5024749375879765,4.892467863392085,9.944511207286268
497,7.826802090276033,8.512819109018892,7.163972572889179
498,8.45449585467577,1.6138424980454147,0.8012906392104924
499,7.616378450766206,9.875555047765374,0.15091835521161556
500,NA,NA,NA
501,0.5869614309631288,9.621990555897355,9.132200563326478
502,NA,NA,NA
503,4.414069771301001,2.652660107705742,5.605620683636516
504,4.035799412522465,1.4902073121629655,7.024811820592731
505,NA,NA,NA
506,3.493506503291428,0.7308131828904152,2.1028293785639107
507,2.82507250783965,6.335090503562242,2.3017413588240743
508,NA,NA,NA
509,1.2193333567120135,9.816831881180406,9.34193771565333
510,3.9586800429970026,7.257032508496195,6.309061518404633
511,6.959227549377829,1.0153851192444563,9.275352745316923
512,NA,NA,NA
513,NA,NA,NA
514,NA,NA,NA
515,2.7424337877891958,4.775710925459862,4.640291079413146
516,6.908306176774204,5.696724462322891,2.7597970771603286
517,6.653265592176467,8.54327704757452,1.8542610411532223
518,8.596366853453219,2.118311505764723,0.16730243107303977
519,8.39999214746058,5.2711549191735685,3.0006050877273083
520,1.9190332433208823,6.889707846567035,8.689832449890673
521,3.9160648616962135,2.0030262204818428,9.353931650985032
522,7.482782113365829,8.413571771234274,5.045888251625001
523,NA,NA,NA
524,NA,NA,NA
525,6.858704437036067,0.5831632576882839,6.992959142662585
526,8.549435795284808,1.074727182276547,5.311771279666573
527,3.214150166604668,1.4607486105524004,0.25189663050696254
528,9.440832005348057,6.912925713695586,1.0653126100078225
529,7.364945888984948,4.082009901758283,0.5758227873593569
530,3.790440761949867,8.415014988277107,4.3317870469763875
531,2.6564486254937947,7.751874646637589,6.596352893393487
532,2.754216562025249,1.8815398518927395,3.5077535174787045
533,4.6528504602611065,6.359889381565154,7.312512437347323
534,8.894762566778809,8.680797743145376,4.049354726448655
535,4.004233698360622,0.6561640207655728,6.2642287206836045
536,NA,NA,NA
537,NA,NA,NA
538,4.2114447127096355,4.754555490799248,2.0484497863799334
539,0.7930445321835577,0.28402634197846055,7.284015193581581
540,6.878760661929846,1.2869074055925012,4.574769532773644
541,NA,NA,NA
542,2.131914405617863,7.4037160887382925,9.447270496748388
543,0.09104917524382472,4.1756924986839294,4.436676588375121
544,0.49247605027630925,5.309876347891986,1.5471284510567784
545,8.360276680905372,3.0292309005744755,1.0465418570674956
546,NA,NA,NA
547,NA,NA,NA
548,9.930985120590776,2.465934685897082,5.6449061329476535
549,4.971943283453584,6.833026623353362,4.635520987212658
550,1.1500430339947343,8.649472508113831,6.240079668350518
551,4.57846364704892,5.771630990784615,7.773376672994345
552,5.80359275219962,6.460949301254004,5.442469622939825
553,6.740388453472406,7.800098261795938,4.015319459140301
554,7.770979078486562,1.0387999517843127,7.0627764030359685
555,6.362087719608098,5.1064902218058705,9.546202078927308
556,7.729294090531766,2.476166277192533,3.780050533823669
557,NA,NA,NA
558,NA,NA,NA
559,NA,NA,NA
560,5.404477708507329,3.6598358093760908,5.239200531505048
561,NA,NA,NA
562,4.950428290758282,3.845197376795113,6.612251414917409
563,NA,NA,NA
564,3.8520096940919757,8.818943670485169,5.709890825673938
565,9.68416788848117,2.340031082276255,7.231482551433146
566,NA,NA,NA
567,NA,NA,NA
568,2.427321528084576,7.9526509693823755,7.438984378241003
569,9.419467912521213,2.2809373727068305,4.212617087177932
570,6.6113801137544215,5.683391508646309,1.3739903434179723
571,NA,NA,NA
572,7.423662128858268,9.80241509154439,4.39400659641251
573,1.8664696393534541,5.655021886341274,6.729596252553165
574,1.5632523270323873,7.340044605080038,6.241717995144427
575,NA,NA,NA
576,5.171401358675212,4.613633351400495,9.076780956238508
577,NA,NA,NA
578,0.17026588320732117,3.665894358418882,7.064588849898428
579,NA,NA,NA
580,1.7056814907118678,3.6622741003520787,1.8139172974042594
