gave,amount,group,freq,gender,state_pol,county_pol,dormant
0,0,ctrl,9,male,blue,red,1
0,0,ctrl,2,male,blue,blue,1
0,0,ctrl,9,male,red,red,0
0,0,treat3,19,female,red,red,0
0,0,treat3,2,female,blue,blue,1
0,0,treat1,4,female,blue,blue,1
0,0,treat1,17,male,red,blue,0
0,0,treat2,8,male,blue,red,0
0,0,treat3,3,male,red,red,1
0,0,treat1,1,male,blue,red,1
0,0,ctrl,10,female,blue,blue,1
0,0,treat2,7,couple,red,red,0
0,0,treat1,9,male,red,red,1
0,0,treat3,29,male,blue,blue,0
0,0,treat2,3,couple,blue,red,1
0,0,ctrl,1,male,blue,red,1
0,0,ctrl,20,male,blue,blue,1
0,0,treat3,23,male,blue,red,0
0,0,ctrl,1,male,red,red,1
0,0,treat3,5,female,red,blue,1
0,0,treat1,26,female,red,blue,0
0,0,treat3,9,male,blue,red,0
0,0,treat2,12,female,blue,red,1
0,0,ctrl,1,male,blue,blue,0
0,0,treat1,1,male,red,blue,1
0,0,treat2,13,male,blue,blue,0
0,0,treat3,1,male,red,blue,0
0,0,ctrl,9,female,blue,red,1
0,0,treat2,5,male,blue,blue,0
0,0,treat2,1,male,blue,blue,1
0,0,treat3,1,male,blue,blue,0
1,25,treat3,58,female,red,red,0
0,0,ctrl,10,female,blue,red,1
0,0,treat2,3,female,blue,red,1
0,0,treat2,2,male,blue,blue,1
0,0,ctrl,1,male,red,red,0
0,0,treat3,1,female,blue,red,1
0,0,treat1,5,male,blue,blue,1
0,0,treat3,2,male,red,red,1
0,0,treat2,9,male,red,red,0
0,0,treat2,5,female,blue,red,1
0,0,treat2,3,male,blue,blue,1
0,0,ctrl,13,male,blue,red,0
0,0,treat1,5,male,blue,red,0
0,0,treat3,1,male,blue,red,1
0,0,treat3,4,male,red,red,0
0,0,ctrl,3,female,blue,blue,0
0,0,treat1,1,male,red,blue,1
0,0,treat3,1,male,red,red,1
0,0,treat1,3,female,red,blue,1
0,0,treat1,1,male,blue,blue,0
0,0,treat3,3,female,red,red,0
0,0,treat2,14,male,blue,blue,0
0,0,treat3,1,male,blue,blue,1
0,0,ctrl,4,male,blue,blue,0
0,0,treat2,4,male,blue,blue,1
0,0,treat2,5,male,blue,blue,1
0,0,treat3,1,female,red,red,1
0,0,treat2,1,male,blue,blue,1
0,0,treat3,6,female,blue,blue,0
0,0,ctrl,1,female,blue,blue,1
0,0,treat3,7,male,blue,red,1
0,0,treat3,5,male,blue,red,1
0,0,treat1,3,male,red,blue,0
0,0,treat1,10,female,blue,blue,0
0,0,ctrl,23,male,red,red,0
0,0,ctrl,2,male,blue,red,1
0,0,ctrl,2,male,red,blue,0
0,0,ctrl,8,male,red,blue,1
0,0,ctrl,48,female,blue,red,0
0,0,ctrl,3,male,blue,blue,0
0,0,treat2,1,female,red,red,1
0,0,ctrl,24,female,blue,blue,1
0,0,ctrl,1,male,blue,blue,1
0,0,treat2,9,female,red,red,0
0,0,treat3,13,couple,blue,blue,0
0,0,treat3,15,male,red,red,1
0,0,treat2,2,male,red,blue,0
0,0,treat2,1,male,blue,blue,1
0,0,treat2,57,male,red,red,1
0,0,treat1,21,female,red,red,0
0,0,ctrl,9,male,red,red,0
0,0,treat3,31,female,blue,red,0
0,0,treat1,8,female,red,red,1
0,0,treat1,5,female,blue,blue,0
0,0,treat2,2,male,blue,blue,1
1,100,treat1,8,male,blue,red,0
0,0,treat1,4,male,blue,blue,1
0,0,ctrl,6,male,blue,red,1
0,0,treat3,7,male,red,blue,0
0,0,ctrl,3,female,blue,blue,1
0,0,treat3,6,female,red,blue,1
0,0,ctrl,2,female,blue,blue,0
0,0,treat2,1,male,blue,blue,1
0,0,ctrl,1,male,red,red,1
0,0,ctrl,1,male,red,red,1
0,0,ctrl,1,male,blue,red,1
0,0,treat2,1,male,red,red,0
0,0,ctrl,15,male,blue,blue,0
0,0,treat2,3,female,blue,red,1
0,0,treat2,1,female,red,blue,1
0,0,treat1,5,male,blue,red,1
0,0,treat1,5,male,blue,blue,1
1,20,treat1,9,male,red,red,0
0,0,treat2,8,male,blue,blue,0
0,0,treat1,11,male,blue,blue,1
0,0,ctrl,13,male,blue,red,0
0,0,ctrl,4,female,red,red,0
0,0,treat1,5,female,red,blue,0
0,0,treat1,13,male,blue,red,0
0,0,ctrl,1,male,red,red,1
0,0,treat3,2,female,blue,blue,0
0,0,treat1,3,male,red,blue,1
0,0,ctrl,41,female,red,red,1
0,0,treat2,4,male,red,red,0
0,0,ctrl,4,female,red,blue,1
0,0,treat3,21,male,red,blue,0
0,0,ctrl,3,male,blue,blue,1
0,0,ctrl,1,male,blue,blue,1
0,0,treat2,5,male,blue,blue,0
0,0,treat1,24,male,blue,blue,0
0,0,ctrl,6,male,red,red,1
0,0,treat3,1,female,red,blue,0
0,0,treat1,22,couple,red,blue,1
0,0,treat2,1,male,blue,blue,1
0,0,treat1,3,male,red,red,0
0,0,ctrl,1,male,red,red,1
0,0,ctrl,8,couple,blue,blue,0
0,0,ctrl,4,male,blue,red,0
0,0,treat3,13,male,blue,blue,1
0,0,treat2,5,male,red,red,1
0,0,ctrl,1,female,blue,blue,0
0,0,treat1,6,male,red,red,0
0,0,treat2,2,male,blue,blue,1
0,0,treat1,3,male,red,red,1
0,0,ctrl,4,male,blue,red,1
0,0,treat3,6,female,red,red,0
0,0,ctrl,3,male,red,red,1
0,0,treat1,3,female,blue,blue,1
0,0,treat3,2,male,red,blue,1
0,0,treat1,6,female,red,red,0
0,0,treat2,29,male,red,blue,0
0,0,treat1,1,male,red,red,1
0,0,treat1,6,male,blue,blue,0
0,0,ctrl,12,male,red,red,0
0,0,treat1,17,female,blue,red,0
0,0,ctrl,15,couple,red,red,1
0,0,ctrl,3,male,red,red,1
0,0,treat1,17,female,red,red,1
0,0,ctrl,5,male,blue,red,0
0,0,ctrl,2,male,red,red,1
0,0,treat1,7,male,blue,red,1
0,0,treat2,3,male,blue,blue,1
0,0,treat3,1,male,red,blue,1
1,30,treat2,23,male,blue,red,0
0,0,treat1,4,male,red,blue,1
0,0,ctrl,11,male,blue,red,1
0,0,ctrl,18,male,red,blue,0
0,0,treat1,1,male,red,red,1
0,0,ctrl,4,male,red,red,1
0,0,treat1,19,female,red,red,0
0,0,treat3,6,couple,blue,blue,0
0,0,treat3,2,male,blue,blue,1
0,0,treat1,13,male,red,red,1
0,0,treat3,2,male,red,red,1
0,0,treat3,1,female,blue,red,1
0,0,treat1,1,male,blue,blue,1
0,0,treat2,1,male,blue,red,1
0,0,treat2,4,female,blue,blue,1
0,0,ctrl,2,male,blue,blue,0
0,0,treat1,4,male,blue,blue,0
0,0,ctrl,2,male,blue,blue,0
0,0,ctrl,24,male,red,red,1
0,0,ctrl,2,female,blue,blue,1
0,0,treat2,3,couple,blue,red,1
0,0,treat3,5,male,red,red,1
0,0,treat2,14,male,blue,red,0
0,0,ctrl,5,couple,blue,blue,0
0,0,ctrl,5,male,red,blue,1
0,0,treat3,3,female,red,red,0
0,0,treat2,6,male,red,red,0
0,0,ctrl,22,couple,blue,red,0
0,0,ctrl,2,male,red,red,0
0,0,treat3,2,female,red,red,1
0,0,ctrl,1,female,red,red,0
0,0,treat1,5,male,blue,blue,1
0,0,treat3,2,female,blue,red,0
0,0,treat1,7,female,red,blue,0
0,0,treat2,1,female,red,red,1
0,0,treat3,42,male,red,red,0
0,0,treat3,1,male,red,red,1
0,0,treat2,32,male,blue,red,0
0,0,ctrl,12,female,blue,red,1
1,25,ctrl,58,female,blue,blue,0
0,0,treat1,16,female,red,red,0
0,0,treat3,7,male,red,red,0
0,0,ctrl,20,male,blue,blue,0
0,0,ctrl,6,male,red,blue,1
0,0,treat1,2,male,red,red,1
0,0,ctrl,2,male,blue,blue,1
0,0,treat1,1,female,blue,red,1
0,0,ctrl,4,male,blue,red,1
0,0,ctrl,5,female,blue,red,1
0,0,ctrl,15,couple,blue,blue,0
0,0,treat2,48,female,blue,red,0
0,0,ctrl,14,female,red,blue,0
0,0,ctrl,1,female,blue,red,1
0,0,ctrl,21,female,blue,blue,1
0,0,ctrl,4,female,blue,red,1
0,0,treat1,18,female,red,red,0
0,0,treat3,4,male,blue,red,0
0,0,treat2,7,male,red,blue,1
0,0,treat1,1,male,red,red,1
0,0,treat1,8,male,blue,blue,0
0,0,treat1,1,male,blue,red,0
0,0,ctrl,29,female,blue,red,0
0,0,treat3,3,male,blue,blue,1
0,0,treat2,14,female,blue,red,1
0,0,treat3,2,male,red,red,1
0,0,treat1,5,male,red,blue,1
0,0,treat3,3,male,red,red,1
0,0,treat3,9,male,blue,blue,1
0,0,treat2,8,male,red,blue,1
0,0,ctrl,5,male,blue,red,1
0,0,treat1,5,male,blue,red,1
0,0,treat3,14,female,red,red,0
0,0,treat2,4,male,blue,blue,0
0,0,ctrl,3,male,blue,red,1
0,0,ctrl,15,female,blue,blue,0
0,0,treat3,4,couple,red,red,0
0,0,treat1,5,male,blue,blue,1
0,0,treat2,3,couple,red,red,1
0,0,treat1,1,male,blue,blue,1
0,0,treat3,4,male,red,red,0
0,0,treat1,1,female,blue,blue,1
0,0,ctrl,3,male,blue,red,1
0,0,ctrl,28,female,blue,blue,1
0,0,ctrl,6,male,red,red,1
0,0,treat3,3,male,blue,red,0
0,0,treat1,11,male,blue,red,0
0,0,treat3,8,female,red,red,1
0,0,ctrl,19,male,blue,blue,0
0,0,ctrl,1,female,blue,blue,1
0,0,ctrl,8,male,blue,blue,0
0,0,ctrl,8,male,red,blue,1
0,0,ctrl,4,male,red,red,0
0,0,ctrl,14,male,blue,blue,0
0,0,treat2,2,female,blue,blue,0
0,0,treat1,3,male,blue,red,0
0,0,treat3,2,male,blue,red,0
0,0,ctrl,27,male,red,blue,0
0,0,treat1,1,female,blue,red,0
0,0,ctrl,2,couple,blue,red,0
0,0,treat2,1,male,red,red,1
0,0,treat3,12,male,red,blue,0
0,0,treat3,14,male,red,red,0
0,0,treat3,12,male,red,red,1
0,0,treat2,2,female,blue,blue,1
0,0,treat1,16,female,red,red,1
0,0,ctrl,14,female,red,blue,1
0,0,treat3,1,male,blue,red,1
0,0,treat2,8,male,blue,blue,1
0,0,ctrl,1,male,red,blue,0
0,0,treat2,6,male,red,red,1
0,0,treat1,1,male,blue,blue,0
0,0,treat1,11,male,red,blue,0
0,0,treat3,19,male,blue,red,1
0,0,ctrl,3,male,blue,blue,0
0,0,treat1,1,male,red,blue,1
0,0,ctrl,6,female,blue,blue,1
0,0,ctrl,8,male,blue,red,0
0,0,ctrl,1,couple,red,blue,0
0,0,treat3,15,male,red,blue,0
0,0,treat2,11,female,red,red,0
0,0,ctrl,1,male,red,blue,1
0,0,treat2,1,male,blue,red,1
0,0,ctrl,15,male,red,blue,1
0,0,treat1,2,female,red,red,1
0,0,treat2,1,male,blue,red,0
0,0,ctrl,1,female,red,blue,1
0,0,treat3,2,male,red,blue,1
0,0,treat2,3,male,blue,red,0
0,0,treat2,43,female,blue,red,1
0,0,ctrl,15,male,red,red,1
0,0,treat3,9,male,red,red,1
0,0,ctrl,5,female,blue,blue,1
0,0,treat1,1,male,blue,blue,1
0,0,ctrl,1,male,blue,red,1
0,0,treat2,4,male,blue,red,1
0,0,treat3,4,male,blue,blue,0
0,0,treat2,2,male,blue,red,1
0,0,treat1,5,male,red,blue,1
0,0,treat1,2,male,blue,red,1
0,0,treat3,4,female,red,red,0
0,0,treat2,35,female,red,red,1
0,0,treat2,2,female,blue,red,1
0,0,ctrl,8,female,red,red,1
0,0,treat2,8,male,blue,blue,0
0,0,treat1,22,male,blue,blue,0
0,0,treat1,11,male,blue,blue,0
0,0,treat1,7,female,blue,blue,1
0,0,ctrl,31,male,blue,red,1
0,0,treat3,13,male,blue,blue,1
0,0,treat2,6,male,blue,blue,0
0,0,treat3,41,male,blue,blue,0
0,0,ctrl,4,female,blue,blue,0
0,0,treat2,17,male,red,blue,1
0,0,treat1,10,female,blue,red,0
0,0,treat1,20,female,blue,blue,0
0,0,treat2,17,male,blue,red,0
0,0,ctrl,13,female,red,blue,0
1,50,ctrl,13,couple,red,blue,0
0,0,ctrl,2,female,blue,red,0
0,0,ctrl,2,female,blue,blue,1
0,0,ctrl,7,male,red,red,0
0,0,treat3,4,male,red,blue,1
0,0,treat1,9,couple,blue,blue,0
0,0,treat3,8,male,blue,blue,1
0,0,treat1,1,male,blue,blue,1
0,0,ctrl,2,male,red,red,1
0,0,treat2,1,male,blue,blue,1
0,0,ctrl,4,male,blue,red,1
0,0,ctrl,1,male,red,blue,1
0,0,treat3,12,male,red,blue,1
0,0,treat3,2,female,blue,blue,1
0,0,treat3,2,male,blue,NA,1
0,0,treat3,28,female,blue,blue,0
0,0,ctrl,5,male,blue,red,1
0,0,ctrl,3,female,blue,red,0
0,0,treat2,1,male,blue,blue,1
0,0,treat2,13,male,blue,red,0
0,0,ctrl,14,male,red,red,0
0,0,treat1,3,male,red,red,0
0,0,ctrl,2,male,blue,red,1
0,0,ctrl,12,male,blue,red,0
0,0,treat3,2,male,red,blue,1
0,0,ctrl,36,female,blue,red,1
0,0,treat1,1,male,red,red,1
0,0,treat3,9,male,red,red,1
0,0,ctrl,16,couple,red,blue,0
0,0,ctrl,1,male,blue,red,0
0,0,treat2,8,male,blue,blue,1
0,0,treat1,4,male,red,red,0
0,0,treat3,10,female,blue,blue,0
0,0,ctrl,1,male,blue,red,1
0,0,ctrl,9,male,red,red,0
0,0,treat3,10,male,red,red,1
0,0,treat1,1,male,blue,blue,0
0,0,treat3,1,female,red,red,1
0,0,ctrl,7,male,blue,red,1
0,0,ctrl,1,female,blue,blue,1
0,0,treat3,7,male,red,blue,0
0,0,treat1,38,male,red,red,0
0,0,ctrl,6,male,blue,blue,1
0,0,treat2,13,female,blue,red,0
0,0,treat1,1,male,blue,blue,1
0,0,ctrl,6,male,red,red,1
1,25,ctrl,1,male,blue,blue,0
0,0,treat3,13,male,blue,red,1
0,0,treat2,14,female,blue,red,1
0,0,treat1,11,male,red,red,0
0,0,treat1,1,female,blue,red,1
0,0,ctrl,4,male,red,red,0
0,0,treat1,25,female,red,red,0
0,0,treat1,2,female,red,red,1
0,0,treat3,1,male,red,blue,1
0,0,treat1,1,female,blue,red,1
0,0,ctrl,9,male,red,red,1
0,0,ctrl,7,male,blue,blue,0
0,0,ctrl,1,female,blue,red,0
1,20,treat3,8,female,blue,blue,0
0,0,treat1,32,female,blue,red,1
0,0,treat1,1,male,red,red,0
0,0,treat1,2,male,blue,blue,1
0,0,treat3,16,male,blue,blue,0
0,0,ctrl,3,male,blue,blue,0
0,0,treat1,20,male,blue,blue,0
0,0,treat3,1,male,blue,blue,0
0,0,ctrl,4,female,blue,blue,1
0,0,ctrl,57,male,blue,red,0
0,0,treat2,13,female,red,blue,0
0,0,ctrl,9,male,blue,red,1
0,0,treat1,4,couple,red,red,1
0,0,treat1,27,male,blue,red,0
0,0,treat3,14,male,blue,blue,0
0,0,ctrl,5,male,red,red,1
0,0,treat3,8,male,red,red,0
0,0,ctrl,2,male,red,red,0
0,0,treat3,2,male,blue,red,1
0,0,treat1,1,female,blue,red,1
0,0,treat2,16,male,blue,red,0
0,0,ctrl,9,male,blue,red,1
1,5,ctrl,1,male,red,blue,1
0,0,treat2,1,female,blue,red,1
0,0,treat2,59,female,blue,red,0
0,0,treat1,2,male,blue,blue,0
0,0,ctrl,3,female,blue,blue,1
0,0,treat3,13,female,red,red,0
0,0,treat3,2,male,red,blue,1
0,0,ctrl,29,male,red,blue,0
0,0,treat1,4,couple,blue,blue,0
0,0,ctrl,16,male,red,red,0
1,125,treat2,9,male,blue,red,1
0,0,ctrl,6,male,blue,blue,1
0,0,treat3,3,male,blue,blue,0
0,0,ctrl,7,female,red,red,0
0,0,treat3,4,male,blue,blue,0
0,0,treat2,19,male,blue,red,0
0,0,treat2,4,female,blue,blue,1
0,0,treat1,12,male,red,red,0
0,0,treat1,7,female,blue,red,1
0,0,ctrl,6,male,red,blue,1
0,0,treat2,1,male,red,red,1
0,0,treat1,16,male,blue,red,1
0,0,ctrl,2,male,blue,red,1
0,0,treat1,1,female,blue,blue,1
0,0,treat3,1,male,red,red,0
0,0,ctrl,21,male,red,red,1
0,0,treat1,19,male,blue,blue,0
0,0,treat2,1,female,red,blue,1
0,0,treat1,2,male,blue,blue,0
0,0,ctrl,13,male,blue,blue,0
0,0,treat2,10,male,blue,blue,1
0,0,treat3,16,male,blue,blue,0
0,0,ctrl,9,female,blue,blue,0
0,0,ctrl,26,female,red,blue,1
0,0,treat3,1,male,red,red,1
0,0,treat1,10,female,blue,red,0
0,0,treat1,9,male,blue,blue,1
0,0,ctrl,2,female,red,blue,0
0,0,ctrl,1,male,red,red,1
0,0,treat2,1,female,blue,red,0
0,0,treat1,10,male,blue,blue,1
0,0,treat3,3,male,blue,blue,1
0,0,treat3,5,female,blue,blue,1
0,0,treat2,4,male,blue,red,0
0,0,treat2,4,male,red,blue,0
0,0,treat3,15,male,blue,blue,1
0,0,treat1,4,male,blue,blue,1
0,0,treat1,6,male,blue,blue,1
0,0,treat3,1,female,blue,red,1
0,0,ctrl,9,male,red,red,0
0,0,treat1,1,female,blue,blue,0
0,0,treat2,6,male,red,blue,0
0,0,ctrl,3,male,blue,blue,0
0,0,ctrl,2,male,red,red,1
0,0,ctrl,7,female,blue,red,0
0,0,ctrl,61,couple,red,red,0
0,0,ctrl,5,male,blue,red,1
0,0,ctrl,21,male,blue,red,1
0,0,treat1,3,female,blue,blue,0
0,0,treat2,6,male,blue,red,1
0,0,ctrl,2,female,red,red,1
0,0,treat1,1,male,red,red,1
0,0,treat3,5,male,blue,blue,1
0,0,treat3,1,female,red,red,0
0,0,treat3,1,male,blue,blue,1
0,0,ctrl,12,male,blue,blue,1
0,0,ctrl,4,male,red,red,0
0,0,ctrl,6,female,blue,red,1
0,0,treat1,23,male,blue,red,1
0,0,treat2,5,male,blue,blue,1
0,0,treat2,21,female,blue,blue,1
0,0,treat3,3,couple,red,blue,1
0,0,ctrl,12,male,red,red,1
0,0,treat3,17,male,blue,blue,1
0,0,treat2,21,male,red,blue,0
1,25,treat3,3,male,red,red,0
0,0,treat1,12,male,blue,red,0
0,0,treat1,12,male,blue,blue,1
0,0,ctrl,2,male,blue,red,0
0,0,ctrl,10,male,blue,blue,0
0,0,treat1,6,male,red,red,0
0,0,treat3,1,female,blue,red,0
0,0,ctrl,6,male,blue,blue,1
0,0,ctrl,7,male,blue,blue,0
0,0,treat1,5,male,blue,red,0
0,0,ctrl,1,male,red,blue,1
0,0,treat3,6,male,blue,blue,0
0,0,treat1,7,male,red,blue,0
0,0,treat2,1,male,red,blue,0
0,0,treat1,22,male,blue,red,0
0,0,treat2,1,female,blue,red,1
0,0,treat2,7,male,blue,red,0
0,0,treat1,6,male,blue,NA,0
0,0,treat1,19,male,red,red,1
0,0,treat3,5,female,red,blue,1
0,0,treat2,1,female,blue,red,0
0,0,treat2,10,male,blue,red,1
0,0,ctrl,1,male,blue,blue,0
0,0,ctrl,1,male,red,red,1
0,0,treat2,1,male,red,red,0
0,0,treat3,3,couple,blue,red,1
0,0,treat1,2,male,blue,blue,0
0,0,treat1,11,female,blue,red,0
0,0,treat1,4,male,red,blue,1
0,0,treat2,3,male,blue,red,1
0,0,treat2,1,male,red,red,1
0,0,treat1,8,male,red,red,0
0,0,treat2,55,couple,blue,red,0
0,0,treat2,15,male,blue,blue,0
0,0,treat1,11,male,red,blue,0
0,0,treat3,8,couple,blue,blue,0
0,0,ctrl,14,female,red,blue,0
0,0,treat3,6,male,red,blue,1
0,0,treat1,1,male,blue,blue,0
0,0,treat2,2,male,blue,blue,1
0,0,treat2,14,male,red,red,0
0,0,ctrl,1,male,blue,blue,0
0,0,treat2,12,male,blue,blue,1
0,0,treat3,1,male,red,red,1
0,0,treat2,1,male,red,red,1
0,0,treat2,1,male,blue,blue,0
0,0,ctrl,1,male,red,red,1
0,0,treat1,2,female,blue,blue,1
0,0,treat2,13,male,blue,red,0
0,0,ctrl,1,female,red,red,1
0,0,treat1,5,male,red,blue,1
0,0,treat1,2,couple,blue,blue,0
0,0,ctrl,16,male,blue,red,0
0,0,treat3,1,male,blue,blue,0
0,0,ctrl,31,male,blue,blue,1
0,0,ctrl,2,male,blue,blue,1
0,0,treat1,7,female,blue,red,1
0,0,treat1,1,couple,blue,blue,0
0,0,treat1,2,male,blue,red,1
0,0,ctrl,5,male,red,red,1
0,0,treat1,1,male,blue,blue,1
0,0,treat3,4,couple,red,red,1
0,0,ctrl,2,female,blue,blue,0
0,0,ctrl,1,male,blue,blue,1
0,0,treat3,19,female,blue,red,0
0,0,treat1,7,couple,blue,red,1
0,0,treat1,1,male,blue,blue,1
0,0,treat1,2,male,red,red,1
0,0,ctrl,5,couple,blue,red,1
0,0,treat3,1,male,blue,red,0
0,0,treat2,2,male,blue,red,0
0,0,ctrl,4,female,blue,blue,0
0,0,treat3,10,male,red,blue,1
0,0,treat3,10,male,blue,red,1
0,0,treat1,13,female,red,red,1
0,0,ctrl,35,female,blue,blue,0
0,0,ctrl,3,couple,blue,red,1
0,0,treat2,2,male,blue,blue,1
0,0,treat2,4,male,blue,blue,0
0,0,treat1,1,female,blue,blue,1
0,0,treat2,1,male,red,red,1
0,0,treat2,1,female,blue,blue,1
0,0,treat2,10,female,blue,blue,1
0,0,ctrl,19,male,blue,red,1
0,0,treat1,1,male,blue,blue,0
0,0,treat1,1,male,red,blue,1
0,0,treat3,1,couple,red,blue,0
0,0,treat1,2,male,red,blue,1
0,0,treat3,7,male,red,red,1
0,0,treat1,12,male,blue,blue,0
0,0,treat3,2,couple,red,blue,0
0,0,treat2,12,male,red,red,1
0,0,treat3,8,couple,blue,red,1
0,0,treat3,2,couple,blue,blue,1
