age,open,extra,neuro,gender,state,insurance,active,bkg_amt
25,6.4116903708722095,7.324670853935773,3.8338640317548,F,A,28.1735485057211,23.769550241562573,338.7228956359874
21,5.5705405777295764,5.8183452812089005,1.462485624877246,M,A,16.819638374125287,21.76171716263658,208.73041950947348
24,4.629561661892926,5.254238844950321,6.0374260210112425,M,A,39.69458361825512,20.89018189230414,266.44303519792186
21,1.9342864523887244,2.2820821094205486,8.143878085480694,F,B,50.48668983908327,13.555640394600587,125.3732978335995
23,5.066006553482401,4.8733645149549405,4.840853252992977,M,A,35.25871222160953,19.808564226402524,289.4314270776229
51,3.6202690451138464,3.2925271125523166,5.4316639348498645,M,C,37.58478172211832,15.817315259267502,177.84061963949313
32,3.6792579850343183,4.066146708220618,4.449602319132823,F,C,31.918469257157856,18.62095777390868,142.6574842848188
47,6.777721277640559,6.448176930599249,7.070013848496852,F,A,45.213976524060556,22.177614330792956,74.97668939657521
41,6.757217893194665,6.555616247369796,6.1964980228530475,M,C,41.43472928502779,22.256134102967977,185.30750909973852
19,5.733969544824987,8.721173294951162,3.427585622759253,F,A,26.654837935984,26.820636716602486,340.80927068119655
30,4.389966500345066,6.896316572554312,6.455563543498425,F,B,40.168350986730495,23.322800509199077,290.1986593277352
18,5.1687739704877975,4.471342659998389,5.8347524313600525,F,A,38.351895858296515,19.88535023530105,195.67644705391115
19,4.364425977594845,7.140852533511072,3.2418368334566536,F,B,26.199738269923785,23.622679118691778,281.6250995530517
21,3.2345031314871426,6.619592678915537,5.017173777263358,F,A,36.064876656706396,21.096452110328418,231.40170110739646
20,4.15973630617001,4.216777483241147,4.159866323089643,F,C,30.80444946868167,17.868312246824097,203.06430816094667
43,5.423544646311515,6.1961052411907245,1.6480430429156616,M,C,18.654107430468812,21.470308303027085,268.85379755354415
31,5.357485136769495,6.109657014987231,5.405413375171595,M,B,36.99672996021033,20.965594704716267,209.3598905599834
24,5.319822119763368,1.5754678486526008,4.193431793701128,M,C,30.703396025298716,14.966509095805364,187.7401535587025
45,9.680445560738747,3.723444828354971,5.307624442983354,F,C,35.462416736287295,16.38441275046283,245.421493037042
41,0.8327122197354209,4.600603716737105,5.366601533368999,F,C,38.55598895754501,18.704350248405895,316.49779440324886
26,1.6825067383455403,2.2925317311667,3.4696631339879698,F,A,26.692854153270492,15.00053352007904,156.84751698413868
46,6.173028405724336,2.3225887123767386,2.118764689164806,M,C,21.04250915545458,14.817407898687641,231.09344291751353
22,4.9832356826616575,6.851383068007602,3.2130781598138904,F,A,25.05737898100285,23.92323583074873,252.2842476615965
45,5.526816024191795,0,4.492606403061028,F,A,30.08148313780957,9.692387480223019,195.6280389171393
35,3.2760487701436274,5.796915684015682,4.626977027917151,M,B,32.350613305246426,20.830745996015686,171.84746448511274
33,1.3470767998662514,6.707591595510441,6.7565755157677,F,A,42.870296540655474,23.513522750114277,104.95941084572438
40,5.315369385187367,5.5169707934642975,5.413642920855942,F,B,36.89196841008723,20.094900044052594,275.2204640390128
25,5.915656180987002,4.428454253259619,8.046740883554996,F,B,49.654317877135135,18.468143262835987,151.31210603161205
16,1.377044580025777,6.38354211798165,4.061036461243106,M,C,30.656422939523175,22.22868128235109,327.8494503221545
50,7.339848302589349,6.616917594707111,7.015875345958257,M,C,44.662188487597476,23.555630525133143,302.9671778544034
24,7.726073108505748,7.225950104347675,5.161669522908731,M,A,36.31111738350852,26.078688499919863,222.40795902197812
27,4.502114452045377,2.237682607993303,6.54968697841327,M,B,42.046546980022804,15.817695302769987,214.39324052632125
31,7.198728924240127,2.7266960716514803,6.388517356432999,M,A,43.61230090900723,14.016526471104484,188.71776521821275
25,4.784897014872311,5.010182883099814,4.548237168546027,M,A,30.883600073727422,20.207491149557114,237.72675332739078
34,5.178867848065504,6.272843713873244,6.262895484844643,F,C,39.4052645509054,24.851432673046542,271.5467773941342
27,6.2126546392298145,5.133042055812333,6.2750785159334175,F,B,41.47392052949312,20.827691580986404,231.4645667324305
24,4.839049071217497,4.513661201908428,3.3781976097733724,M,C,25.564474438411096,18.351534025516905,143.42564695246065
45,6.621784257887509,3.9979253556266947,6.994723739692379,F,B,44.17105329504688,18.906882826627736,118.83568853836664
25,3.9586293865196502,3.426184255848471,4.589016919476235,M,A,32.43061744499856,17.819141399133347,311.36354303923275
47,2.376546345867998,6.962471280082195,6.466427191573027,F,A,43.9917435872639,25.272563472420334,168.18688098729464
49,5.278537934128241,9.541363742243664,7.422223493207557,F,B,46.024010624904335,29.391114892021726,288.49409146684184
24,9.10056265546733,4.3927052540681535,4.119895455642193,F,C,31.611635553070183,18.82906195300777,220.79526717353923
22,5.816060289620658,6.609614051060078,3.343162721807981,M,A,26.945231665441618,23.34247376148663,165.11264035080438
21,5.410006701275501,7.12785919325773,7.526597809545807,M,B,48.76906240693509,26.476880684014176,318.0178593309906
30,0.49426256200143026,4.923705369125311,3.0640183784487416,M,C,28.332795906504522,20.6898347906368,207.5043856353149
47,3.8691925136643897,6.620840131709679,3.3136648100514954,F,B,26.223190372702767,23.439177784357653,274.63982304420006
23,6.900427111724161,3.916506865363927,5.613174603407395,M,C,38.87257399812946,18.696512962052182,59.27097056234148
27,4.254390383620056,6.289680052435037,5.899347154406283,F,A,40.113635412377846,21.625499832339997,95.6199987144241
24,4.7015747142010005,4.33492362417037,5.589363040359387,M,B,39.433769039910146,17.748624440548184,222.05594178560222
26,4.815564612879778,1.6431142874926774,5.484258828487174,F,B,37.976204186818514,12.54536678155339,241.1750990023135
18,3.8510067599426216,2.643854694300067,9.094916998126546,F,B,53.84058009473823,14.573947681123025,212.84935287473328
36,1.0775467190171706,3.9017998605567534,5.311664323395425,F,C,34.90583113634615,18.293130326982876,183.25004683957917
16,6.942650750529779,7.772280824300545,3.6571639933941054,M,C,29.750793528855215,25.38842888865279,284.17194165274117
42,3.5736017694976434,7.889147718380409,3.736985981691144,F,C,27.325729173621404,26.392039638621156,378.5249442489283
31,1.9736410921019178,5.42602680121054,3.0308015543824682,F,A,24.29639039885616,22.129529962616065,355.3963107348761
26,3.62575212436255,5.9879865629910105,4.738325433694605,F,C,34.68827465175638,23.131491508252875,222.40235085273272
25,5.0236790816945325,3.145561879201152,3.672790570655252,F,A,29.58260212387741,16.853732782635547,372.5488567485655
20,4.767130042976605,0.8432753235355159,4.932746700290693,M,A,34.65708340292663,10.426869648500944,175.5781854154857
22,4.915544996932137,4.693993245241245,3.768256322322202,F,A,29.688325716382565,19.989101604515,229.82837525899566
50,6.524591680895952,4.93539291753996,7.210238591292713,F,B,48.36975553972309,19.385511942918754,190.5199114368695
44,3.5478098118712813,4.63763347963881,6.492676649914049,M,A,42.561648657182666,19.400199499152272,36.62611768463219
29,4.864405505974287,3.0329760368486025,4.571402734050892,F,B,33.19807744259221,15.113511356279407,154.87969686438768
26,2.477841594935627,2.2992561775596685,7.165591460006417,M,B,44.98847184685721,14.43709262195555,185.8520454954052
22,5.413784080221574,4.275713795022221,7.45152685466234,F,B,47.11354694723008,18.478148215201706,194.8396975809745
28,7.728821299341501,7.375550420716225,5.051436488536973,F,B,36.52700423650846,22.184826156976953,231.0052030447182
41,7.281915741632873,8.509330570452573,5.83314974309409,F,A,37.834989333208334,25.48732493133158,370.9500891097053
29,6.757559231469411,3.44932507663171,5.507647935387128,M,C,37.52619422489765,17.366701804754758,278.45745422494247
23,6.619605828737258,6.364763598877083,5.8492983592994365,F,A,39.747435467805104,20.908923415042707,256.82018386860705
19,6.804675800219338,7.507955514299736,4.939756584879168,F,A,32.7192452502701,24.966899705628393,297.38049803486365
46,7.768760749925636,2.924786446612538,3.9095006827157683,F,A,29.86623289218248,15.056897145458246,180.15898991125226
27,2.701042359514946,5.12795331443513,7.8643643980633415,M,C,49.30960821509282,20.518360895664106,142.46896043130636
45,10,5.42199439273281,4.1689452267850475,F,A,31.228722244823807,21.106956269433788,17.627009054963818
25,5.616745053606591,6.148396314164154,5.562654003376186,F,A,37.116335403288716,20.53990819488739,151.9933834057679
27,10,7.744262455535185,5.40915767592163,F,A,36.42738027330938,24.94957136835196,179.0034667559093
25,9.31750407266331,2.085680636332689,5.631646753859819,F,B,39.51530738114114,13.819426545823156,238.64213443568667
36,7.051095640872803,6.678708729230557,1.3697637843527626,F,C,16.416952724875863,22.667151446279597,184.0567507966881
32,3.574727841948995,5.773088789842093,1.1543325794993193,M,C,17.104250035760586,20.013366724766158,310.39304716298943
24,6.095104496008234,3.983289232359149,2.8470063951456352,F,B,24.517744370800514,20.752572757741056,154.3565765188302
24,4.817591779556679,5.375761516053379,3.0057627054773626,F,A,24.333194298928504,20.937409559975414,345.08349332618945
47,4.83055948088923,10,0,M,B,10.128389831705103,29.354552045242553,240.55016981462228
26,10,5.073140159738301,7.48170144512237,M,B,46.910056305743225,18.493510843136967,243.3076883673192
22,5.773480220103789,2.9788601914258757,4.743735522478614,M,A,34.059893218307025,15.672264750793452,204.8476155692689
25,5.071505942301836,2.3762119333624008,4.434221530364104,F,B,32.6718350723595,13.270425929767459,195.51824800296464
22,5.190646848436586,1.9829699502455522,2.4682933423032165,F,A,22.803063793186844,13.994150580331237,193.60306870341617
20,1.247453046920882,3.474021976495043,5.2451332440308835,F,C,36.00341243918742,16.207994656040707,193.87902888342492
29,3.326639899610435,10,2.009091678887953,F,B,19.615465403920304,30.85718683996998,298.21138891598576
28,1.818036997056482,4.361594938591774,2.477255115453675,M,A,24.378383831084918,17.653313161517538,371.81197312260906
22,6.359218400203576,8.222519422869642,7.9268776190517976,F,A,50.79001130760743,24.18119305417793,454.57332926140975
31,5.078806605151087,2.3004698029716657,6.11346858438066,M,A,40.891642628132956,13.586533519865371,132.10518111190981
24,2.7377884355789655,7.873727026424142,7.452828744148421,F,A,47.529048547119736,24.943821341878703,216.20071263306036
42,8.084925663462842,3.6564682284031926,5.381190128022232,M,B,37.05375425256841,18.59536485237226,211.77158092815463
20,6.958765858030082,2.7977890111197565,5.105311882990286,F,B,33.7507791539132,15.605560249728402,190.01505587263725
44,5.959326656594334,3.4100360380108983,2.04627671266924,M,C,20.942312020791157,17.064411244794723,274.17547313829175
24,6.280066239719901,4.538373423981012,4.02362330061437,M,C,28.51709929193598,19.515628057885408,265.4473263385586
25,2.7336913885713923,2.981708488720677,6.160153995165606,F,B,41.165104235279266,14.32477165393191,189.67053053385587
43,4.258230441912936,6.794819743483013,10,M,B,59.35536705867105,24.595775126584293,257.77039586479225
56,5.892365738043666,6.439168310785605,5.151221635457492,F,B,34.5448828772477,21.627302639563116,115.82343913538112
27,2.8037137948808595,8.644244679886175,2.9599716152079116,F,A,25.764624424218994,29.515999683395933,247.26328230990305
30,10,5.641195555628361,5.194838957645052,F,B,34.26629804419468,19.0759420646131,175.1102155926497
43,7.650912135351758,5.217496954579496,1.6866625157110162,F,B,18.04127785852821,21.117777745655076,160.3992649363259
52,7.25180411582849,5.603551625818348,2.158324796978299,F,C,20.52200006164187,19.28336800078432,155.94498868288437
40,5.108127899301581,4.924783592433536,7.942621146739898,M,B,47.822692694485625,20.387181379901858,242.98814676187132
39,2.165464485104375,7.190889295594712,3.4650240209046146,F,C,27.462403525672876,23.122920884177994,159.2940556386694
47,7.231568331146403,6.109592925826498,3.3241476370892142,M,B,28.203635940047178,21.15253671785954,443.4471437124346
20,7.853756564547612,7.1488971920646875,5.830631853396931,M,B,38.52809295258213,23.806167392222875,136.7391088875946
26,5.6355942050211345,7.5268867858540185,6.4581358299918605,M,A,41.372342506111,25.030809657162337,325.3394095932668
23,4.007453177912737,5.375203818382912,4.718786722437249,F,C,33.99950297205345,20.648614275861952,291.6122816545635
16,6.199393809300668,10,4.42468700808009,F,B,31.2769345335511,28.248068621170482,390.1637131768332
30,5.946851026553488,5.383958365753918,5.900361455310456,M,C,38.55428275994511,20.544998635879868,311.00313189148
21,3.421345174114734,3.3333494145998612,4.35758831172636,F,B,31.936732226956355,18.21121061887684,235.68100209891898
45,3.7801894214821052,3.7482544613643967,5.0588224465727185,M,C,35.3756293867156,17.691803054614063,222.75505665861837
42,5.439328273757066,3.1623150960292885,4.786470360473017,M,B,34.29153664661621,15.919543785779219,210.98828243336584
33,6.984894882408694,3.2543623340122636,6.052242002246468,M,B,39.37509159711857,17.894208054377078,134.89576069612082
26,9.520844349447778,6.290667400907099,4.112383611111725,F,B,29.88564195503333,22.71993827813455,137.74634236023292
38,2.7702867276098773,7.208499790018351,4.194008422477998,M,B,28.411960347412048,22.31904932517825,355.6358747370534
31,3.8553605519393424,1.4066407700916703,5.399157360063269,M,A,36.829913920208746,13.317064019001238,203.62230639949556
40,7.705401733612847,4.467389555914848,3.3359619939998995,F,B,28.18213383650476,19.140126362218567,158.2021359409077
17,5.215737459124745,3.7395705610244954,3.765181859151284,F,C,27.52538109633822,18.50891298618853,231.1725966058003
42,6.266864507300057,3.5957974157901433,9.806361500817964,F,A,58.47292299930492,17.23003320479404,232.6388669887158
42,3.24030134398435,3.2920398755516316,5.545909685757214,F,A,36.18334094290667,15.510713273756355,400.5820850683424
18,4.334227245287896,5.533136584524559,5.196637156612754,F,B,37.84950416589136,21.13215271804915,241.50414886908152
48,5.649985149986922,5.768426297767965,4.621068795150899,F,B,32.74525155195954,23.37257975562642,262.21685667054686
25,3.1231691682700053,5.399663766256749,3.8981832521145696,F,B,28.57181930631953,20.07978869218951,182.0390425908087
25,7.426303071898836,6.481940246242972,5.028395604474087,F,A,34.30808849890843,22.63493887105966,244.70907891981525
23,2.462360661215491,6.024977513593756,3.488934226281552,F,A,27.989141713774018,22.790044284111985,183.3454099383243
40,6.680311648330023,5.272384615542103,6.938919474716821,M,C,42.941593803025846,22.415996364055008,256.1113246352742
48,5.330267174958276,1.837493497400657,5.24518187059653,M,B,36.77535963515961,12.818907256907112,149.06702316264855
33,2.3700746375729946,8.379464620262087,3.977581788642224,M,B,30.40647109832984,28.463995371758685,238.82158401126438
50,8.412077547774977,7.914880244307995,7.438712999202698,M,C,46.71466626404455,26.395333979488157,269.36071168973
29,5.355007366976205,4.776383156126462,6.435262251578824,F,C,43.39926155611893,17.80899477704169,239.14120030001862
23,4.213244936458573,6.958855069330832,4.556958307276747,M,C,31.388288910629385,24.81039588421666,331.396861443668
20,6.156612072062317,4.298202819933174,5.7325145908230795,F,B,38.06906710636662,20.12925455440639,205.01491815033785
27,4.616476181433485,7.619962860491129,6.104974259011777,F,C,41.49752834316665,23.920306823266642,367.9413551960137
42,4.435551451762199,1.653782500139903,5.6077007799874945,F,C,36.078358312984925,13.648192319741614,243.7039535188477
29,3.6328768510443084,2.8461744948581416,4.4655997118097135,M,C,30.083031524767073,16.4994221315252,217.4619893865394
47,6.1603893590600425,2.6285891333001605,0,F,B,9.708544902078263,16.73651611136131,209.03866770059668
53,2.860128848350238,5.781478308260663,5.850045860768628,F,A,39.482914959391536,19.538965167892606,128.28716204947256
48,5.294239351524444,2.695287800587762,9.012661949533157,F,B,55.027016815227256,17.245992751536328,249.36791057928644
26,4.6464714013638595,5.977489496430692,2.5320779954773616,F,A,22.349873974693892,22.76685225231204,186.82772086204923
32,4.316450620740629,8.111978415441511,5.491545584285098,F,C,35.01115011914342,25.156694074293593,363.8162227345717
31,6.355058497542416,3.8430078167840014,4.112675982661963,M,B,30.8693774074465,16.35915808047778,279.08917696463476
17,5.84167046848442,9.438554642226716,3.5641619428776607,F,A,28.251107065369567,28.1571355540955,271.4181844518161
30,4.496362576160406,4.08712575946248,6.910542263750671,M,A,43.81166595126209,16.76298754771927,205.5072944314961
23,6.050377826155669,2.728430315358593,1.1997245786842878,F,B,17.041764586987163,16.40739305839074,268.4285517140998
22,1.6945008090001807,7.253535884447256,5.88194508567593,F,B,39.5303006346592,23.346215437836193,232.31655061038913
51,3.0746592080217434,4.0432165566545715,4.240212096983011,F,B,30.97100014766987,16.86763707779687,161.31261779309312
23,5.170049348465411,6.692392617141987,9.753519144325029,F,B,56.975363936565856,25.223714157747764,238.45778256995143
28,8.038091304557621,5.2133010861696345,5.840264853266141,M,A,39.53041866378785,20.251341666596296,238.98173421008428
40,2.6776640526331517,2.9237403308394905,7.1345888986481025,M,C,44.84075772115139,14.497866011953935,254.3555898369315
26,1.7801241303287343,4.336653596027115,2.1365429874481077,F,C,19.67833418702113,19.103322185709928,205.0248780923473
46,5.172589204248973,6.210713435822843,7.275171984247594,M,C,47.09057253498776,22.55561829211637,100.44995628886252
24,5.021564773650067,4.318224780347068,2.2577570294384888,F,C,22.508672547117936,17.60005890776334,230.32643675226979
39,2.162607572216346,1.7872626630739705,6.349625199335419,M,C,41.759973513408625,14.218752964987381,225.7338840777216
20,5.000029683765612,2.1931956031429927,4.87896711115588,F,C,34.906855324110495,14.129553262575602,232.9624619627313
26,4.441339217816573,3.2938068296989678,5.954607175738819,F,B,39.854906704603074,16.66977466851698,230.61292082970962
40,5.346968592255458,5.7863756868607785,1.4888710571999022,F,B,17.113081816458283,20.96146134043829,260.1825247540202
30,2.858725120764801,6.856470859186104,5.621355959342087,M,C,39.120206325245846,24.51185198353472,284.4091853148637
27,3.833578906910764,5.7039307757703375,6.08510779445405,F,B,38.897217371527496,21.315694997448333,199.22239569999135
19,3.643861566827244,5.072670303240091,4.657552539116306,F,A,33.59840478364124,18.51198006440314,345.46930095345624
21,7.291976674510852,7.663492074968375,5.948127508226123,M,C,38.65143204807045,24.95173333399498,60.853518521521764
21,3.971265797306641,4.988701061512415,7.420533301454428,M,C,47.86256818919161,19.51413305648175,271.367966393883
18,4.25989680553009,6.742651032507259,5.908330001795349,F,B,38.90064512769141,21.2776159827949,147.0155244543412
38,1.3231551483975768,6.146172830716705,5.591001366151239,M,C,36.64752697343981,21.88994374844551,210.79837448348064
31,5.086835169573153,4.336497129197833,2.608841049362497,M,B,22.46354500062042,18.034180584463876,283.4304432284358
49,3.752728368224116,0,4.024595337453704,F,B,30.277477023577283,11.217096227216457,149.2255830506441
29,6.766932547724178,8.337727414188446,6.172037265266428,M,A,41.82640853131481,27.305691945886416,303.3129272396511
42,6.989662125479468,6.6500766797778175,5.048081539861955,M,C,35.92056798154725,23.233474390450848,164.53217444038322
55,4.237125340282488,4.3223332150250915,5.095977446850402,M,C,34.460797013963465,19.939965555267158,164.23920328046708
29,2.0047989939294832,3.6406333672785456,9.348421479097977,M,C,57.75307959435251,17.551035317618325,268.83868678924773
50,4.290486953170096,7.796985045536719,7.032450816880745,M,A,45.58317798674825,25.340298592027473,190.83402900154317
39,4.993606191397926,4.305002061822671,5.402789535610978,F,C,36.02135651954231,19.258404766798108,289.101109039241
43,3.135152214754598,4.715062894106985,5.217845169371177,F,A,37.36357893989617,19.501013635778428,169.20846952938436
21,3.661177721383238,3.0250724185848785,6.9485328724734785,M,A,42.79473254585424,15.130684709922335,153.6297570024877
47,5.934631390446555,4.988832562849515,4.045200301485867,M,C,31.19338408988274,20.786048904261797,98.81215642227676
36,7.887154273156215,10,5.939834193819924,F,A,39.60659603125215,30.511866681101658,266.2929041143468
35,2.4641597515472777,7.02443736972182,4.247954472250248,M,A,30.460049766788988,22.812871865813936,284.8307348566634
48,3.8943919542975793,7.612205097684655,3.5613309008455376,F,C,29.46328890248563,24.646118878528267,261.80762579923936
37,0.4952699159708347,2.995977490743787,2.938676235154599,M,C,25.12820103082671,16.53684395734327,172.57566241311454
43,6.578290417416283,6.777020017810186,7.081850670293258,F,B,45.74863275079362,22.659618913233025,261.0014618907867
47,6.261607486259074,5.0283839261656675,7.623870154749955,F,C,47.4491160105013,20.672608999703556,93.86858524805493
45,6.830922806290679,4.395094271071059,7.076814752465015,M,C,45.214965816208824,19.790751379112372,265.1956477178021
37,5.043555198394745,6.043908928165069,4.560560832579147,M,C,33.27229803567667,22.876078597435587,180.6843488128507
29,3.922615244735005,7.348747559983041,5.049479880265793,F,B,37.23324441882609,23.330525634935423,168.36432683339157
43,0.9342367891739176,4.351409713780476,6.271877698467014,F,C,40.40241145844079,16.25999468613633,216.4760411003189
31,6.270819364186189,2.983718338313965,6.175169297258199,F,A,42.00132332579535,16.368677757376396,110.9442597638582
38,7.43589252281361,6.697296260617386,2.7742583174210527,M,A,24.628338859608313,24.65397011924447,209.75997056029573
28,6.275932370531881,4.950288554581825,7.35547731663322,M,B,46.977311507847354,18.722422246467218,148.4404265503322
27,3.730203972448342,4.255019798658059,5.390148593483101,M,B,37.792743390608166,18.418657408503798,245.93311749471755
26,3.4729552819047975,5.73256835237597,9.082779444870052,F,A,55.588457906880244,21.780817726547347,155.20865687105555
40,4.796018560110763,3.101546623249004,5.5467965370602,F,A,36.15974224723198,18.377785174964654,173.76953048232448
20,4.869208984932728,5.40282939047901,7.875230239806257,M,A,49.22179671316915,20.712830166916717,230.6361857441926
22,5.8429904266253105,4.457997717534775,5.521082206009349,M,C,38.10877735567932,18.71379126548046,293.57127908486416
20,7.487381669005373,6.135586535718652,5.4781421322350115,F,C,38.00109435438647,21.941087677637682,314.71118279755973
47,7.228251129457718,7.014694845640506,5.181576899383918,M,C,37.23147341524425,25.141616225466045,349.30284043720565
26,5.7040152813876235,7.361155796081098,9.532742623203958,F,A,59.98164186109203,26.123421875164194,143.52022190339923
55,2.8116460693979226,10,5.1209967541232375,F,C,35.01309397194923,28.997123771161604,40.15255297482626
50,3.2957555948996324,1.9913495302875037,6.711577947588291,M,C,44.96113798145788,14.469096345065903,154.8291984919269
52,2.6467065857972414,9.923829572650888,2.2038208905811887,M,C,23.268714767042745,28.222659895337806,180.48771404636724
28,7.103030496739829,3.9421589061666324,6.006286222823504,M,C,40.0969603904435,17.14098476091675,219.65376515072822
44,1.716598621273238,4.970935892787065,2.38604773801984,M,C,22.126608615929833,20.328341277591008,281.4759199891007
30,3.0013558887710854,6.034958264546671,6.845491699840531,F,B,45.73657466442674,20.456711870726373,199.42244119459974
22,5.394362104967344,6.177522495480354,4.261016530148764,F,C,30.633099001566244,23.157312253654474,386.3339636361636
29,6.717145494323286,7.787331796583597,5.428188226360099,F,C,38.30558784221927,26.23961099801668,204.05066591175864
27,5.758537629278769,1.810726683035691,4.91518477599715,F,A,34.55123144771777,12.89336777310626,251.92556318250982
26,6.382545242485754,4.1236684701848345,5.00726110749728,M,A,34.99801892137208,18.152143444637996,141.4370013538756
20,4.3342666410796955,4.1904192611095885,5.339669617257302,F,A,36.018938850408844,17.521696431007314,183.93060695537133
47,3.595066290737006,6.638309187820629,4.384202144290689,M,A,34.088271478753455,23.232881423916915,275.1844193326895
25,1.5634562227095157,7.4759080719443585,5.955384231309887,M,C,39.772692176315374,24.08951850988381,219.41914656780426
23,4.893281166535406,2.961894080173722,0.39830106258768083,F,B,10.895866719882125,15.751175555631804,266.58346464112793
30,7.660660037781735,3.8409981023230615,0,F,B,9.152155084444807,17.831488693170463,174.94926434673164
40,5.368866448388412,4.800819487709871,8.2103218574657,M,C,50.70224497302735,17.324738180832032,263.49377221101525
29,7.808747101404549,7.665595804429335,2.1735249142547515,M,B,20.521028356608895,25.558393374893935,187.90052905381629
12,5.8797193439775866,2.734147863138216,3.7002487147297467,F,A,30.512512298594586,14.913960815230412,339.9445041790026
46,5.431359939384572,6.184908274321571,0.7607835597150912,F,B,15.010625790164823,21.911785677897445,161.92426444108867
30,3.3208721191530497,3.578417293795344,9.155971716193363,F,A,55.56603123201336,16.473336450436523,117.65267265199437
21,5.346076401329938,5.90746137637367,3.9900625665363387,M,A,28.968399253928517,20.62997565598119,223.36784770003862
47,3.029393855961488,5.891183120236897,6.2651419946983555,M,A,40.26544576390609,22.96793763525664,317.92194920424424
26,7.209760085304126,3.552972367301127,4.610095447663784,M,B,34.75504963668738,16.885941979668715,190.75279871259545
31,2.986178269680974,5.461250458328492,5.300472451262261,M,B,36.602999185819044,20.567745910634073,228.1902871625587
45,3.788469471813235,4.658247250002336,5.928915628686381,F,A,39.5419167494194,18.870769695008917,200.86979366932974
25,7.472638490272299,5.337795259800779,4.084488265480818,M,B,30.439855737630594,21.576955614227117,284.5987784347722
27,3.6641234314061624,3.7287446127460946,3.207750478100908,M,B,27.388373566238492,15.489792000589018,283.2723327897632
31,7.2380954955309,5.540954993705873,5.855421860123518,M,B,40.22226902457781,21.378916778906184,313.9339193235059
47,4.654113224073114,9.373475332609509,6.810494227142829,F,A,43.798165599963184,29.01743243078632,276.0576067350521
45,4.250055325842784,3.9223961083637424,1.8813809931933676,M,B,19.762986861491207,19.399021577243044,261.7588934035774
18,4.2745516838087045,4.001590620546386,4.5354343541982844,M,B,32.519117471115415,17.27788950992835,223.12165431882605
45,6.7594046747630365,6.048146919579645,6.686386335469372,F,A,41.098687209049274,22.94119020346642,185.12129093475335
26,1.9975260930416714,4.7646528158118855,3.647793593094743,F,B,29.15470766856847,19.27369843259238,85.92556134746673
39,2.0197814259241444,3.28711134231098,4.212012620140523,M,B,29.381134826176037,15.198504958605685,217.79071882088024
49,6.054869729949949,3.2474574857409793,0.7160080941485729,M,B,14.329473402032193,15.969553073366443,146.56633467618337
33,7.503408262182055,5.016095317044846,6.618963788688632,F,A,44.02949198461922,19.226865112649477,251.8125378720638
24,9.164945471569746,4.853980076639788,8.279859983974784,F,C,51.23714658178188,19.49161188720263,99.84364707526316
26,6.651538711645165,5.651572376569421,4.958372816777914,F,B,34.980044566110045,21.963893468234865,135.04317511191235
24,6.662885494598788,2.5989409425637113,6.013769338759541,F,A,39.05764986242859,15.19838967877988,217.94387873821577
29,7.245317764189673,4.757253150691192,10,F,B,59.40692468370002,19.073084243810538,111.65163062605184
21,3.589481489595121,1.9819709308749855,6.981590071461404,F,C,44.15256080972029,13.218822669177257,131.82958851229773
