icecream_sales,iced_coffee_sales,summer_months,temps
35335.84809677797,40578.25562260889,0,40.53765220195055
31174.91462897728,24130.56840937061,0,24.165479927137493
43485.25278472741,36583.20371217156,0,36.63893011503387
41645.32086380295,49528.5182455465,0,49.540584936970845
25113.32794180412,21729.209897272416,0,21.72111728552263
42951.29740458409,35997.79002596796,0,35.96219083941541
43577.411383849234,48677.390162062715,0,48.75122127495706
58245.05916550334,48959.784004899666,0,48.97403238227125
35001.97219497819,30899.66826413662,0,30.916500020562673
30270.447752003696,36598.03179769554,0,36.591017648694105
43483.89101295355,43219.77430177363,0,43.23699930189177
23999.00796542279,24587.710733531792,0,24.56971180702094
30855.885780502882,32409.552643845218,0,32.401565378624944
30184.189397621187,32088.761687383878,0,32.11476471994538
30743.861120554317,30304.93777656688,0,30.314454722753723
32694.49926483813,29857.658786670887,0,29.833936466346493
38972.948063165706,36445.07048054909,0,36.4714608825976
44029.7057848813,42109.71013985228,0,42.06078082881868
25971.097131595678,24616.877995825605,0,24.607983530312776
43321.69774056566,49618.358772858825,0,49.65836156122386
45249.84882328256,39464.33956656002,0,39.51645897766575
21938.487965106415,22951.91688794796,0,22.969559983629733
27611.35177840207,23999.915378894813,0,24.01587966189254
33978.879559266505,36445.72828246166,0,36.445668837614356
29838.36381249516,23633.059761787466,0,23.651330297044478
35729.538556819956,41103.91660865122,0,41.13587047536858
53206.57427785452,51865.0453609368,0,51.898883022181685
36654.093492125015,35884.26518220069,0,35.87185243405402
35381.7862894542,30604.867157348708,0,30.672959016822276
43264.17137469187,48864.6851185274,0,48.852826279448344
53148.258053820115,50920.75813519515,0,50.94758922050241
25521.66511776778,24203.288634086202,0,24.222815332049503
53297.21333213069,47474.63909070966,0,47.47908226319123
36595.16391669449,37852.9368264263,0,37.85210236366838
46230.20120363735,41861.98066717264,0,41.883684867387636
27564.106378611636,24778.37902912841,0,24.76972492116038
34343.81362422861,37854.34940721356,0,37.90555635683704
51790.232871957596,48095.08532001466,0,48.12056531473063
22392.903507228657,21192.571334721702,0,21.19706709489692
38100.24902457043,33293.39311771322,0,33.244077100395224
55882.53929845443,51624.215612933,0,51.590392223862
22231.90465238927,22352.9498516278,0,22.33797715739347
35473.07084693312,38693.40674998851,0,38.7199204775272
40096.63736956132,42219.69177057579,0,42.19622727204114
25028.502055165787,24246.89399745091,0,24.205385807086714
34574.70648720026,32567.40246189399,0,32.49313581092283
43527.67682789172,39495.61026688926,0,39.46806475000922
40328.003030765685,46733.274546788714,0,46.68089850009419
30699.934807598627,36415.396585209135,0,36.38281976636499
52571.30496205789,47335.16343702767,0,47.337720278976484
31012.29247915314,32164.767403300855,0,32.20703188315965
29570.69890890583,32566.020167813564,0,32.537324314098804
34620.809677820354,38103.95609436301,0,38.091121069621295
19674.498324987617,22733.9971849046,0,22.71919584129937
22773.852973611174,26129.934158960543,0,26.098981577088125
37767.85459450006,32238.878653575484,0,32.29326788033359
39560.16885519834,41123.176071510905,0,41.18267745664343
31602.672853209027,29476.129653978816,0,29.438648467417806
45484.13605778059,45233.506045891096,0,45.27500275513157
44208.519432881214,42257.36642569661,0,42.2659308404196
65278.0654472841,52203.942011411,0,52.2871771632228
41328.59585956795,40095.85908307325,0,40.10078611786011
33722.10150828841,40532.48478726711,0,40.513883609883486
44809.26390501835,47304.88620704181,0,47.280386149394324
22411.233658155335,21671.631617798605,0,21.686770692281424
41091.650587851196,41123.76831051797,0,41.12863961746916
42071.94456072836,39035.08123839525,0,38.99212722335942
28675.89609363696,30822.67271352413,0,30.902322768908924
42124.980730006086,37341.6988880098,0,37.29335466003977
45573.94544402552,49886.711391240606,0,49.888787014479746
51909.323776234625,50508.579900101424,0,50.62320369475055
22941.387461684822,22292.284940191803,0,22.3255434273975
54134.68567220023,51517.6808630874,0,51.4861818079371
25125.885654173813,26031.114686344936,0,26.016749437898397
47196.22540809142,40828.886439990776,0,40.81776802609674
24705.51188784721,25971.097919118616,0,25.974613326694815
35327.70949254068,33214.66980949581,0,33.18710713214241
30414.5742709035,33217.99252308336,0,33.16247573934961
29743.980176902332,33262.727578405254,0,33.233898598118685
50860.13117070617,51031.674258257015,0,50.96779494907241
31321.383233493852,28921.615052937294,0,28.990278383367695
40617.37274561335,51568.946212172385,0,51.56779966081958
43276.23282484565,45279.10891176653,0,45.36436309909914
47120.51362579313,41173.77449297764,0,41.20845701068174
37075.228885218356,36385.59998262337,0,36.45030038380064
44831.74483077612,50194.65990852509,0,50.13670607984531
42372.91756972658,37344.35987236023,0,37.41106211768928
35496.843654074524,37338.86508627426,0,37.3363056195667
24891.275508635936,23504.13887735453,0,23.52784299349878
26293.108127702533,27300.676305068624,0,27.334386344929225
39923.64903136494,41822.6935467272,0,41.86782679657917
39798.993699901366,36891.61402951239,0,36.92333236653357
43802.18276619593,43060.695420447,0,43.09008799311705
45837.935953133194,47753.466582749694,0,47.759119075187485
21221.600461227703,22576.53490672772,0,22.583113591489383
39442.42525523952,47501.03335165645,0,47.491264592879446
41297.20016014499,43814.3880204362,0,43.83887833312619
39588.95046770225,45137.92614388803,0,45.06647919728421
27895.621293517488,31646.916759105516,0,31.58639163482003
27269.281344876446,34103.92581569691,0,34.11016529125627
35865.454984956574,34064.53693505935,0,34.121418918459675
20894.54748701701,25054.408639603414,0,25.040297393733635
45436.593975427575,38673.146260659516,0,38.67745350932236
47468.88842939362,41772.872844578764,0,41.75480462387204
36511.122007702004,42964.39846284677,0,42.92156373495236
42809.342106681885,42211.926322719024,0,42.216623104922476
45791.54744737886,36213.633623750924,0,36.20432487011421
49819.10804245398,51296.5800004309,0,51.3653751529986
49002.501551539724,47385.35617230211,0,47.3625854215119
27701.374388479395,26263.76317154141,0,26.284402031847275
37240.53831886563,34500.995371924015,0,34.5246700842632
18965.18287249486,21078.20387457841,0,21.088786970241927
48871.95244856147,41989.827171389654,0,41.958737249323164
33503.448145885435,28745.949510858012,0,28.7053749199491
19805.47775492101,26799.998943849805,0,26.788947327737695
42578.97871915423,48126.53953378225,0,48.12812155664433
33563.85781187047,31178.379098744845,0,31.1352863982087
29778.809475564303,31465.392519467554,0,31.46390913815703
32386.71334579645,32571.352724461387,0,32.60678757389542
33330.9138819372,35258.764137937455,0,35.26502759349532
28959.718306955077,28026.051716264556,0,28.025596088753083
41201.480114704354,34098.61724544775,0,34.095265168067996
43167.59682540123,40200.027815213085,0,40.19030513472389
56415.42767346125,51288.34237656489,0,51.192357601691036
45158.72624101339,48789.86372157931,0,48.84189619978424
36204.91547602607,38462.03957608139,0,38.49999469832983
43595.8315510973,42681.77608857345,0,42.57275127000175
34018.32246764704,38121.45243746834,0,38.10630343423691
39467.09642813224,40395.784685163366,0,40.39934647649061
45824.79906992675,42847.34462657958,0,42.820864549884575
23738.83481029989,21748.299719141043,0,21.692828581947833
36693.73743250748,41875.49779314431,0,41.89831621663179
52475.319790362904,49216.25944810475,0,49.19573342062067
27085.884747150045,29581.625420552667,0,29.608265471924096
45384.53691651099,42054.05689863452,0,41.978205042891204
45367.720018089116,46316.92145627163,0,46.302432437124665
32134.000916502187,46525.883896477506,0,46.56916462916415
36273.83107270039,33259.800064338146,0,33.25537736823317
41252.72225469053,45808.29215869023,0,45.78864637806546
28991.357197066845,27336.35892123957,0,27.32438025996089
24498.13306771111,22931.259382047352,0,22.919981331634336
37176.36587862326,41729.744106984144,0,41.708426568820144
20855.915028916694,22205.5097114589,0,22.274341360665858
28842.688919683114,32659.89045399133,0,32.69294155642856
42909.73343255732,39178.470588890676,0,39.11293811968062
24038.33599590454,27269.17202105517,0,27.25216314762365
39518.22775946943,41356.283172138414,0,41.305513328989036
26022.763894293337,24751.428556912237,0,24.790409663622267
35465.56522737172,38999.159383853395,0,38.99914502101019
49644.80459493444,49077.57361622515,0,49.07655056666117
47175.63678736663,43686.10839681193,0,43.68225382070523
42981.54070440884,39478.99594023853,0,39.41126056734938
38704.55577191978,49208.679382262955,0,49.269649490946904
44259.57280520641,46778.41419988375,0,46.788942623138425
24844.46334509179,22364.18970279023,0,22.373332026414573
39590.9617549863,41482.42749167496,0,41.4471406474011
44793.27524713337,51940.591069834634,0,51.883693566732106
24103.346725002655,24287.55372198559,0,24.300602334551513
58798.91972254868,51818.815889715755,0,51.76812938470393
34791.71992009056,30385.252902072792,0,30.34963765544817
26481.487130523354,27922.36345324049,0,27.901501443982124
55164.146041528424,50133.84869845732,0,50.16343733603134
56623.619082978374,57040.2379602301,0,57.058289933204655
47053.8002809355,45768.85687550264,0,45.75386849194766
36054.64134293663,41665.637948254785,0,41.68078936263919
36850.10847475543,33923.3897263135,0,33.93403950557113
46977.84791504412,44977.82238939599,0,44.95158974453807
44048.179353073436,41014.87953535179,0,40.88977657780052
22729.08100853523,25751.95037708763,0,25.726656564325094
43480.917552770785,45136.59110223995,0,45.125311566144234
48159.090401336034,50941.65314073253,0,50.939665260910985
27273.164399285008,27206.757294164527,0,27.189199844002722
38698.287123051145,47407.74083235704,0,47.42354390919209
46819.85730209643,54432.24518421488,0,54.4165624499321
21664.65658338539,22650.11245663416,0,22.66217644363642
47872.3971685405,51940.87948951241,0,51.921071181446315
45129.9685728558,45782.77965928387,0,45.77857755571604
32652.464532603502,36059.41801815162,0,36.051485755294564
58902.17378481178,49329.510036209096,0,49.305779681354764
37632.72733926396,38419.18018758354,0,38.34655245915056
35189.324969963964,35979.91325696813,0,35.954072984308006
40786.86167144927,39725.92953096173,0,39.72954582944513
31930.588052881456,33948.593283108334,0,33.966663154959676
27782.082975117406,32434.983233088045,0,32.37661260440946
40663.09709060099,41734.86042033214,0,41.73985056877136
46088.09698995746,54307.42228956289,0,54.43863203451038
35248.438422237334,30261.170638915275,0,30.227206584811213
26868.362444663406,26920.835342573635,0,26.90777583196759
34978.90918012625,31280.837668861714,0,31.271622566878797
31941.07223098611,29783.95103343528,0,29.802820515632632
26197.73031519169,25066.596171369645,0,25.13028882071376
61671.92276324435,55414.304624185286,0,55.34407383427024
44625.45109594047,45767.86556933759,0,45.82487670183182
39659.550512760354,45426.62327511173,0,45.43500814661384
53960.75169095795,49832.89811276409,0,49.85539139658213
36862.97703050626,36681.48722471631,0,36.73931526094675
23045.017737595797,26714.12553120765,0,26.69890209659934
36755.59675346652,35856.74708683415,0,35.828343257308006
57551.434811665444,50904.46548632758,0,50.96655524969101
23563.816593380598,22266.54855906648,0,22.27982385456562
49816.366940770284,55156.947042045955,0,55.07765190601349
52388.871602883,56379.48548821069,0,56.356716907024385
39674.10350913922,36222.64757058618,0,36.282092267274855
31124.57371635776,30228.73769197717,0,30.22698299959302
43446.24914107545,45269.7609180231,0,45.285540014505386
26763.37038742877,28238.110944287804,0,28.26384043172002
24756.127551330468,23446.001119445573,0,23.423018058389424
32048.167388676266,37609.59219350447,0,37.59890835508705
30736.46350178079,34510.22831276782,0,34.54087860360742
58446.855947708216,41915.434995871095,0,41.92233724072575
54603.885948797724,54040.798192472495,0,54.14840707033873
52465.54573392656,50126.24795733771,0,50.2738031975925
26377.11523927072,28050.711088994554,0,28.11067902520299
39883.22468053487,44162.689070178916,0,44.101402243971826
53278.545947594306,50694.928696636474,0,50.74718799889088
29756.745636517608,26891.255247938654,0,26.90851861909032
43679.89690957604,42201.18011321227,0,42.191433635354045
42207.769817134475,45307.05674700043,0,45.3337753802538
42310.74150131572,46371.66329262802,0,46.360818362236024
51703.464348313646,53518.683019575146,0,53.5057545311749
25620.8635777499,24710.35753757807,0,24.734333872795105
36839.32377586566,44275.639771913375,0,44.285470084100965
54418.81964074408,56817.99372474728,0,56.964121184498076
43748.424150639796,47653.65782790718,0,47.69070580527186
46032.53821006871,44887.22068324406,0,44.8854323938489
29313.60468044858,24955.28474705734,0,24.975074439495803
23372.813156584874,26818.638915294614,0,26.771131612360477
50109.72897775797,49010.63582306679,0,49.01653593182564
35906.137682544104,31340.39234739023,0,31.325729583203795
27472.796908753593,32789.46004519907,0,32.814860326051715
57901.581866570166,53297.90103258387,0,53.32994047775865
26855.857621360734,24916.845548600755,0,24.90669298917055
28243.523701866074,28517.713764802036,0,28.54778971672058
50175.356688845815,50797.13273322489,0,50.857839684933424
36233.082135114586,35119.10480763424,0,35.14153873920441
41700.57457714028,41137.32012027129,0,41.16609008461237
26068.93582951637,23667.901462362286,0,23.67764100432396
43791.608597602404,39222.275418833306,0,39.17214113548398
47273.2329101218,45285.71815647904,0,45.33151742443442
57590.87815163177,52421.229798663015,0,52.414628031104805
61157.390542530105,54965.11538567463,0,54.933999776095156
42387.351103596484,35623.94576959693,0,35.64745334982872
41024.19709155159,39971.585086945815,0,39.97299102246761
22443.275142373812,25417.974610551893,0,25.50172863006592
25592.632926554856,30869.157006842564,0,30.840849505364893
38534.06027517175,34793.92707175483,0,34.79484931603074
54989.04813509651,56667.31744633267,0,56.678947831690316
55211.43548945586,49823.37473184302,0,49.89897916316986
38603.49335137323,43359.83694974762,0,43.36153152287007
38991.89958215318,41311.012419679406,0,41.25020784139633
17731.002684251955,22024.310125913762,0,22.01759539693594
43283.75420744736,37755.557315152844,0,37.71533479467034
39883.97690527075,42280.31442078866,0,42.25454542934895
34276.95912189405,32209.811202849625,0,32.16196223050356
46886.465389889716,45566.05382062075,0,45.58511393219233
52391.1185992637,48674.23769235062,0,48.69842311888934
45786.10173351841,47892.32523251623,0,47.80079857334495
48629.25031874981,51703.6811145074,0,51.73481543362141
52249.64404282656,55311.101649569275,0,55.32624685317278
22962.764915884796,22826.278739301448,0,22.860348330438136
36790.41009933627,35714.46082266828,0,35.73175862282515
30834.990739342215,29632.200847477565,0,29.61522799357772
41138.336407098555,44463.17234539929,0,44.47485387772322
35226.24512412417,44026.379549593905,0,44.01291252374649
28610.705179903336,27599.833658069805,0,27.65712413713336
22726.353980489643,25553.73659955003,0,25.509017224609853
43082.2559192131,40542.61047882445,0,40.48396745622158
40105.27468613292,40256.57015418512,0,40.2291604526341
44020.84466710472,42554.1823191486,0,42.535024262964725
41828.03189142361,40675.78715884191,0,40.649083480238914
31055.750008318162,28214.658093889928,0,28.204987804591656
26104.845561785918,29101.47410082674,0,29.073673082888128
46420.744137343056,50294.945787358534,0,50.37810863181949
39931.11817087141,39998.61692199978,0,40.014828339964154
53584.02252772475,52829.53093321328,0,52.891492897272116
47768.68116025957,50689.23545856001,0,50.66477221399546
39052.06511301825,41421.501536955344,0,41.43741184100509
40567.58205526954,42215.79922256665,0,42.18759386390448
34194.161292375495,33660.32759682208,0,33.69723619744182
52056.66498786006,49761.661497416695,0,49.76144015192986
48858.09900679704,45758.7509886653,0,45.68643708005548
32943.6615894348,34161.4410248269,0,34.11994408667088
32467.18435642685,30613.934675376877,0,30.57577008008957
52313.96661729566,51303.32550843986,0,51.33149323761464
49414.064858457066,51066.18378728534,0,51.045858109742404
31272.417294281404,31598.700378972528,0,31.69249915704131
31731.886381747292,26858.058113067607,0,26.84463895112276
33860.0709495648,31937.281129052517,0,31.942966340482236
25710.31739318356,29402.312936678823,0,29.41374778151512
41710.0968787676,48244.61668525493,0,48.207253109663725
31606.329997164117,26946.70488386145,0,26.947576508671045
48649.630185050395,53319.25812573586,0,53.2049000941217
32806.340368082485,35919.13440561892,0,35.88226768299937
40280.54749509907,38463.86698992038,0,38.443397239595654
37027.67545192916,36517.754002109024,0,36.56423945426941
59795.8948753584,55922.171545049256,0,55.92671725973487
17274.42599031681,22072.284575909962,0,22.021319093555213
55287.59964928059,49692.47761475077,0,49.664875047653915
22543.580550221344,23439.689383474535,0,23.42573305219412
51591.19522660463,48026.890778592846,0,48.017937913537025
32150.828863384322,37419.542852368875,0,37.48624960631132
41042.43115012895,42865.63758076352,0,42.86051656827331
53060.379638212886,47415.01795662325,0,47.47537311986089
62526.5195840816,52653.11868782176,0,52.578790803998714
52903.55146523528,55061.938982504464,0,55.105977467447524
48130.930715042996,53106.00711742094,0,53.10906327068806
24411.52470614318,24083.15508026875,0,24.07773689702153
38550.96577775548,34143.83842797038,0,34.13249921500683
50709.59381756018,47710.473426458804,0,47.72105611562729
31130.609850851182,32622.047655411563,0,32.6335456058383
21137.774091515646,23383.897978961802,0,23.35908016860485
42854.1111131637,41099.159127215236,0,41.091187085956335
48717.96708516272,52404.89671702657,0,52.45183741897345
52115.167827632504,48516.41256607337,0,48.53342155516148
48237.71550369009,51844.18452301812,0,51.887216514348985
59072.82237839155,53340.709688064264,0,53.32210205420852
24317.755019791435,25256.57530247419,0,25.24635976627469
45373.69770980587,48385.22775414192,0,48.468255180120465
31147.2574910626,33680.89236137711,0,33.71925428062677
62758.3428514256,55733.32669936721,0,55.70780417844654
47451.22758746243,53712.243115892285,0,53.704053794592625
48389.18426883185,44790.465098810186,0,44.804073026776315
22562.011467471268,26977.056496086556,0,26.961178261041642
46873.16162417982,46233.275430171336,0,46.269330095499754
47835.5627920405,47000.693490854836,0,47.06545181199908
45511.06883195934,43232.99029448207,0,43.2477219671011
52979.23728050229,47768.74298728164,0,47.789949604868895
46496.69748267478,42690.47569971425,0,42.75710689276457
47770.53026714161,48689.916572038106,0,48.713304398953916
25231.984119619836,29112.628079003094,0,29.1064217813313
58176.816647305226,47868.67194269162,0,47.93271636813879
47735.39011018567,43508.94441958681,0,43.484292248636486
45093.15767822993,55962.13424085085,0,55.84338403865695
63120.67059468502,54697.28397263829,0,54.7364425458014
40145.6870055598,40296.92715412531,0,40.23339404091239
47739.39569193427,44414.017476585796,0,44.475748079270126
53264.979516755884,42903.38799460427,0,42.879024115204814
42629.199270707424,46332.70997398551,0,46.26197444424034
40003.35245649651,37690.99888623314,0,37.71892140284181
24445.853728679005,25409.824686714648,0,25.423223189264537
31772.063140130762,29038.247084572296,0,28.978444662690162
47796.281697704006,45491.64362855014,0,45.473688807338476
38869.776726193544,37093.15618317321,0,37.10778313502669
39456.6516214622,42290.63290935511,0,42.30328343361616
29600.79192841405,28955.632699918115,0,28.924963080137967
47030.11521072063,41554.01212938099,0,41.52257991805673
35404.561968405695,32652.916300234843,0,32.64085119813681
44148.48568251645,38400.994677362934,0,38.323253381252286
50817.274051935805,48361.2778238123,0,48.29527846500278
38260.04414845007,40637.090708503165,0,40.5726564206183
39670.99919271784,37488.829384761935,0,37.47995859310031
48651.42968849358,45113.497281960575,0,45.04529208764434
45639.6709767747,44681.79955447208,0,44.6266437932849
35788.91580856508,37615.35215129322,0,37.62936354503036
61266.465009265565,55646.1203281637,0,55.61384839341045
43771.737064542154,48295.24640416677,0,48.32856900170445
28821.308662125335,29350.662518959594,0,29.323137341439725
53854.128071343795,51883.38943500244,0,51.912454926222566
19381.995923651404,24829.161951679213,0,24.821843042224646
44181.07916102696,51623.66425564922,0,51.68200161531568
47874.741646919916,45523.897780944666,0,45.48672729805112
31932.62426944369,34992.93768428537,0,35.01425202935934
54865.80426546906,52263.63093906516,0,52.17605257593095
51661.73825280355,52150.480557032664,0,52.09778159321286
65881.22600110796,68864.67191826265,0,68.88573943753727
74030.2028423294,66816.4469518337,0,66.79649128275923
38751.69570680878,47888.47465803485,0,47.83973448420875
41469.16000583124,39679.62140226439,0,39.6914111119695
67198.40360772154,62931.167634909565,0,62.97169781755656
45052.53334355121,41628.25167718743,0,41.64538411353715
36494.6505493756,33410.90666940448,0,33.42481542401947
77683.671088277,67897.25568133674,0,67.80229370505549
72527.69496552765,70967.19285024852,0,70.95369530445896
53406.769786851306,54374.33226236817,0,54.29532645945437
31578.337505361298,36292.47354507448,0,36.2679176395759
60824.50618275268,59362.140336020624,0,59.37039555609226
65223.87146630369,71220.03898660514,0,71.1338224443607
67150.64713314759,68524.03080760958,0,68.50481495214626
54203.02262251263,57670.36767562943,0,57.75508794304915
26798.932689899975,27795.098428540605,0,27.782248648814857
21112.79405678366,25404.4831810226,0,25.396357083925977
48412.462249112774,50169.08948277199,0,50.16313243354671
45104.079239703024,45328.72871679655,0,45.374828591244295
54089.49034678178,59630.328793677625,0,59.66372751072049
48823.521656222845,50802.05576886906,0,50.76832078839652
35057.688228645566,34580.79105648694,0,34.586919841123745
54980.330874389816,57186.375272519756,0,57.2786542349495
68142.41244800155,70114.13724619511,0,70.06478213705122
55548.33820530778,52448.420126241865,0,52.39165910053998
25102.57533011334,26222.831302675746,0,26.255526659777388
46494.10984734673,40846.013501338944,0,40.8804355582688
66169.64999186562,63191.11453255581,0,63.18903317116201
61571.52206619021,60163.181642366646,0,60.23966616811231
58342.06177464578,70320.46768521774,0,70.37542019062676
63787.93539335921,54644.34616196984,0,54.62992835370824
57639.68233302082,55491.707844668046,0,55.53866564598866
33822.60804666864,36028.960485371856,0,36.03966624638997
23613.631360076204,25023.242123734806,0,25.02003198233433
22092.294638052597,25914.878278669774,0,25.90001317462884
66119.55414410729,66994.85716757619,0,66.951861779904
37825.750886156195,39124.85580083695,0,39.18541619181633
29478.584281778505,27755.858940473867,0,27.792902322486043
44415.635801959485,46204.022473903344,0,46.22627398557961
52859.748207372795,59992.503170426266,0,59.9509814910125
48457.156009124476,47895.39738508705,0,47.947272756602615
70522.61104461012,60635.30403619484,0,60.611642295494676
56779.01520424002,46744.92016019202,0,46.74163208412938
41410.404988598624,38167.864340414264,0,38.18655321490951
39292.95980151095,36492.07620194284,0,36.49169203010388
57351.47289986059,60092.70454944775,0,60.081197866238654
72975.83397610941,63354.283316999754,0,63.30008441093378
67289.10555469939,67664.34177076991,0,67.64925372041762
39820.76275259097,42544.34148014904,0,42.58743618335575
51338.7352759722,47203.4870139717,0,47.23806186905131
84975.54539870589,70195.93971927087,0,70.20521791372448
27207.230413887803,25106.428351477836,0,25.10121241211891
61655.12665723032,69061.5438552058,0,69.0249748476781
36351.47753131658,38562.14924728999,0,38.58428313978948
76134.7319254724,69243.73874586569,0,69.27779409242794
35897.87722217144,38786.75750467731,0,38.72191534214653
55203.56715488907,53771.75856863015,0,53.74614979792386
69326.0540731162,64829.88632450191,0,64.81489025079645
41161.907798270135,34402.50631635458,0,34.411601366242394
30477.636984521956,28894.157145957877,0,28.882985477801412
27667.05081628114,27289.035378726883,0,27.318805162096396
41248.110493806365,49036.990702092844,0,49.03246232052334
63098.82128962836,67177.71483739372,0,67.12416406790726
63085.26488322458,60768.819406599156,0,60.81633160542697
46774.22308217274,56551.56543847812,0,56.52296381816268
62200.50168818855,66396.23809153559,0,66.44373210915364
36825.73472952115,42297.73994745548,0,42.38746941415593
77549.4798202698,69871.22205740308,0,69.87603862094693
47886.013680426324,44423.181981619004,0,44.450697446707636
54005.063627500975,48326.364472019166,0,48.39196873479523
47734.07326502155,48783.30103576899,0,48.82865650043823
67214.04962869664,63075.505839943085,0,63.04897588957101
45464.33846859257,44740.12485977364,0,44.70558184897527
31743.172933114172,30281.283619248545,0,30.29473456577398
37187.42991032751,36201.86974557466,0,36.1546445437707
61051.517386091844,64026.39100254396,0,64.08633028529584
37639.370173924886,36488.87751636336,0,36.44665387622081
62451.50964218055,67655.12078529566,0,67.68599782814272
69261.76880884006,61872.34085316493,0,61.923606978030875
42196.696817979806,41271.903549426104,0,41.18321282253601
51205.64725258842,52852.221965322235,0,52.87024705670774
69027.37467464861,65939.49568111647,0,66.09188754833303
41279.693055562944,38680.27450716209,0,38.73390159779228
54554.80019584756,50561.67911493131,0,50.50961378659122
32033.367261497857,38430.46395761326,0,38.44316651462577
62505.782170304825,71609.95851063542,0,71.54162100469694
55158.357152555975,57250.89964252028,0,57.22764980932698
48374.298093251615,44071.66873663958,0,44.05437552672811
46010.02182861939,47491.59750385134,0,47.52755247964524
63308.03949324459,68109.2210599615,0,67.94226078945212
38080.837677308795,41984.22669831275,0,41.948531578760594
40141.07290465689,42248.56444214233,0,42.277609083103016
34907.19425706712,34554.85396652529,0,34.559732255060226
40077.59145999698,51967.65993922654,0,51.9278596281074
64007.733597854036,52840.45622401202,0,52.79881295515224
26041.214337929814,25421.00848003126,0,25.38029883452691
28336.900123234347,28818.840826842665,0,28.821767914108932
31162.45953498773,27672.47491895412,0,27.641165337059647
64552.54546069495,70053.47863438693,0,69.9837444187142
36788.61990193936,36047.145642571406,0,36.01047569164075
66999.41760574821,70253.0835953627,0,70.26281271269545
43203.01982845373,46349.99105680375,0,46.311467106686905
54680.52599449957,45913.00755283826,0,45.91460237209685
38917.84372413449,41438.71097647814,0,41.46973046241328
61591.48703542377,56100.642930187685,0,56.03264451096766
48935.6274848273,38570.41077268134,0,38.59032566729002
50720.780680155694,47221.97074031023,0,47.18448238540441
59051.2571857865,62025.39846510098,0,61.97767283744179
32473.643821157413,31410.694563933408,0,31.394802593858913
26761.85338076962,26010.08693265035,0,26.023269523167983
62907.903138485926,58289.23124329894,0,58.37450945167802
46221.57904814756,52795.14470976172,0,52.85670522460714
31874.154765339277,28980.494930753666,0,28.979994385736063
73250.14443876616,61554.23716857324,0,61.562263178639114
51217.920082699035,44256.82518749088,0,44.22148936544545
40082.88925145216,40509.991435792326,0,40.50491613917984
24936.011015741573,27090.843915687714,0,27.11379573540762
51243.75091352145,52892.83566640282,0,52.98488214612007
50364.6591662921,42805.777082914945,0,42.792217846727
42644.341934104166,39719.128592150635,0,39.69070422882214
32474.288548060926,31531.254348575403,0,31.592399787157774
59727.76468686936,65422.8864965231,0,65.45921257394366
31612.231560509586,27921.94519138205,0,27.962979035219178
58549.55665495421,58558.95969554186,0,58.54759541479871
29489.328374654397,31969.325156470648,0,32.009630925022066
52746.04114033397,50256.36918047752,0,50.318815757287666
36508.73560352605,33195.20754989971,0,33.227563572116196
39242.26761563612,48657.4734370529,0,48.60064468998462
36204.176853148056,38539.15113257816,0,38.49399282759987
41397.97595434339,41373.11094733219,0,41.35978107503615
22317.807569990662,27957.687679037692,0,28.04033237043768
80872.0192269924,70459.92084285585,0,70.48225601785816
78858.69221727503,70033.9713473303,0,70.04617237718776
47217.74007911777,43702.71144505556,0,43.69176962831989
