ID,period,month,sq_ft,tier,avg_review,group,compliant,BPday
3470,36,1,762.3233273535935,3,5.919478838012753,treat2,1,29.935226424599794
3078,36,1,820.427888988836,2,7.597145341219012,treat2,0,24.74071501053828
4968,36,1,761.9847481705938,3,6.647329651717146,treat1,0,23.935445583550944
4763,36,1,875.4190073231224,2,6.016215486940394,ctrl,1,44.03033032552473
4886,36,1,854.1505866805486,2,6.916746127079257,treat1,0,30.610538682734436
1880,36,1,704.9423755461578,1,5.756660378729846,treat1,0,18.679857724318385
4843,36,1,873.5234871044979,3,6.577607607877058,treat2,1,18.886375611441082
3770,36,1,803.0491196171221,3,6.058957700713437,treat1,0,31.766556364267046
870,36,1,864.5029508409232,2,5.499267157533496,treat1,0,17.345762243666492
570,36,1,770.2745440480676,2,6.9736645036350495,treat2,0,42.46614385756799
2655,36,1,783.6609318410515,3,4.6582148614180054,treat1,0,62.9110488141213
1607,36,1,788.8368862194527,1,6.167103788129347,ctrl,1,37.758867593826494
3233,36,1,871.6322923568251,3,6.199229935904403,ctrl,1,11.006341807944786
4434,36,1,755.6084912475551,3,4.598857649679116,ctrl,1,51.63077643989103
1604,36,1,760.6457332134387,2,7.886063327900844,treat1,0,58.124609638599146
4013,36,1,667.4967740790637,3,6.250024393516265,treat1,1,40.20642944348744
3344,36,1,808.1082597871863,3,6.274723582180494,ctrl,1,35.55283574163082
3243,36,1,663.8304365559487,3,7.225809213068324,treat2,0,29.31348929823543
20,36,1,771.6555431126409,2,5.615330341395747,ctrl,1,41.22322320378872
445,36,1,955.9161364161129,3,7.540445466820538,treat1,0,40.87293552941312
406,36,1,580.5718942353226,2,5.693611227932111,ctrl,1,24.062893430006447
3704,36,1,949.6756377673505,3,7.471835431067945,treat2,0,33.42468680867435
2371,36,1,684.5138652398567,2,8.083661228470437,treat2,0,45.7839082418224
1204,36,1,789.8586603523909,1,6.832188450287838,treat1,0,29.8964894633235
4415,36,1,914.6411712324307,1,9.767521771637728,treat2,0,27.24643058240318
632,36,1,845.4150618876898,2,7.608221377650763,ctrl,1,53.23112482802996
4561,36,1,679.9941138424705,3,7.5907812757219055,treat2,1,55.60940676674652
4169,36,1,708.965711201252,3,3.978944574411031,treat2,0,19.95220541342367
3503,36,1,961.4570205550964,2,6.666023348767911,treat2,1,45.3711184388536
741,36,1,895.6734599632388,3,7.224682742420315,ctrl,1,20.880109090662515
4253,36,1,559.6174784885793,2,8.860752797730823,treat1,0,22.29531795373788
1128,36,1,755.3952713988748,3,7.295934728719338,treat1,0,15.988781574064575
3701,36,1,731.0412815591228,2,5.85470204369389,treat2,0,25.867117697570535
4432,36,1,682.3144596257102,2,10,treat1,0,67.86920279569742
1487,36,1,954.6434940325537,3,7.36242569326327,treat2,0,49.911721510967695
2997,36,1,709.4408190277684,2,8.861083880923022,treat2,0,26.895640956278108
3916,36,1,755.705777818955,3,7.584142534642585,treat2,0,49.805073526954544
3795,36,1,971.8423694983376,3,8.530378234550874,ctrl,1,40.394141970677566
4675,36,1,902.1727015333178,3,5.9375982079362934,treat2,0,32.03483605933272
2363,36,1,847.262166295285,2,5.189367433528565,treat2,0,50.42481441667008
3331,36,1,696.1621318001457,1,5.518679089752199,treat2,0,37.72498597864812
80,36,1,794.8303068688616,2,6.49016064135304,treat2,1,48.39189334200089
1275,36,1,754.2040457085113,3,4.104576675666047,treat1,0,34.85644885168161
4154,36,1,816.1118199419591,1,7.080573966205069,treat1,0,34.70610137870176
2802,36,1,774.1766703883545,2,8.631363418441513,ctrl,1,44.74404519844922
654,36,1,736.0286193965669,3,6.969432290974661,ctrl,1,20.468470567044083
3218,36,1,783.4672754724816,2,8.757638427190264,treat1,0,14.553340075399955
2218,36,1,725.293061929307,3,8.218444476911001,treat1,0,23.62691323398075
4297,36,1,817.8962702339362,2,4.760927262386327,treat2,0,40.23692974360878
4139,36,1,819.091694456992,1,7.452884565406408,treat1,0,23.448824418505296
3210,36,1,827.4883494505442,3,6.053965799686619,treat1,0,41.97564632545486
1368,36,1,614.0542551418744,1,6.899026410285031,treat1,0,44.927467531246414
984,36,1,981.47052617524,3,4.9842769421420865,treat1,0,31.97751504674893
2910,36,1,851.5750323993149,3,5.149102184746155,ctrl,1,24.95859867746629
2895,36,1,889.0643490297174,1,5.967435891712434,ctrl,1,29.63890947321494
2374,36,1,870.1934020100423,3,7.426438316617775,treat1,0,53.24297559283909
3667,36,1,738.5868029814684,3,5.539677773237954,treat2,1,63.18306086522843
1038,36,1,808.4187091257527,3,5.097785574453067,ctrl,1,29.28023965753741
1129,36,1,984.7810297743592,2,7.789960336191875,treat2,1,41.44848333554179
1097,36,1,897.824764822165,3,6.753552834011165,treat1,1,32.230951225097904
1027,36,1,698.719958076048,2,4.149384479151228,treat1,0,35.82184328230171
2570,36,1,952.3079373846876,1,9.683396119276798,treat2,0,44.7851227238288
2182,36,1,609.3443639915653,2,8.295036953881832,treat2,0,48.60254583344203
16,36,1,816.9026774218306,3,6.513032826233361,treat1,0,23.101089508429997
2198,36,1,879.8650690083058,3,9.075834567897884,treat2,0,59.62331650992196
4951,36,1,903.138452412033,2,7.243296947029615,ctrl,1,35.99889214496429
3034,36,1,862.0283957657854,1,6.661640062909734,ctrl,1,33.605090251359805
4936,36,1,920.744437540277,3,6.067485789308045,treat1,0,0.5051214887103465
3401,36,1,787.5482581996271,3,7.083815867253645,treat2,0,17.10813585800105
1377,36,1,709.8628348099533,3,8.113455819102597,treat1,1,58.913308092665275
3392,36,1,936.2906563630777,2,8.572604579690905,treat2,0,26.805288574694156
431,36,1,932.2897804281375,3,7.120432486949061,ctrl,1,30.89732397935328
2598,36,1,652.610728314722,2,7.628180404891507,ctrl,1,13.920972774624556
1460,36,1,683.486426410062,2,8.571094208692818,treat1,0,27.514488771169113
2480,36,1,729.6032476945081,3,3.2535431792652663,ctrl,1,32.72524719859665
61,36,1,693.1476929513225,2,7.962430218341147,treat2,0,26.06524372396019
4248,36,1,685.8809668534672,1,8.018475481193596,ctrl,1,16.78932552146423
3982,36,1,883.4550577839465,2,9.820067845725966,treat1,1,17.387813933512565
3918,36,1,902.7113384840002,3,6.968406383690311,treat1,1,39.918254738224725
2653,36,1,807.9911048882816,3,7.050264257232184,treat1,1,53.08933061775536
3869,36,1,833.7915073848958,3,8.493822868831757,treat1,0,25.020636737261004
3448,36,1,736.0418005235567,3,7.977100511442172,ctrl,1,53.356474211713945
1294,36,1,972.6464809548359,2,7.714178647840958,treat2,0,47.08933317955923
4019,36,1,693.4005650937675,1,4.680924369156191,treat1,0,22.14949265049293
4377,36,1,755.3984405498168,3,7.200039473422929,treat1,0,30.86306604822779
2661,36,1,772.5752390883871,3,7.445157478443154,treat2,1,36.84628532895951
4806,36,1,895.0034644420199,3,9.152262108692678,treat1,0,61.292383843717566
999,36,1,859.0650332828271,3,7.9143422494432345,ctrl,1,32.893689310890856
3204,36,1,1015.115983779623,3,7.433288392659325,treat2,0,75.7963504403948
4091,36,1,964.8442665981296,3,9.357047964423533,ctrl,1,16.119228287769847
4997,36,1,923.4468921804819,3,5.615484667998444,ctrl,1,45.89957136707431
4759,36,1,629.5533989989833,3,4.9769301269166535,treat1,1,27.909123892039336
4175,36,1,910.4355297959322,3,6.060493667595081,treat2,0,39.29448677712791
3485,36,1,729.532123528327,2,7.383921597566015,treat1,0,47.27087252103484
3466,36,1,961.338615360497,2,7.630979061915813,treat2,0,88.28669238722128
209,36,1,910.5533907121132,3,7.13958518525091,ctrl,1,33.46592674063263
4638,36,1,866.5301698406261,3,8.560585070125253,treat2,0,40.260482055395286
3172,36,1,705.3405729380294,2,8.360343179247193,treat1,1,43.49629777247497
3178,36,1,735.084620280884,2,6.79171190621895,ctrl,1,43.22788908986424
4828,36,1,827.6567734646966,3,7.728152243983931,treat1,0,31.150724756385248
442,36,1,918.5022977394773,2,7.457494792610236,treat2,0,67.96973019560927
1379,36,1,874.5678283145438,3,6.2720604224704575,treat1,1,51.45710116937321
4436,36,1,650.9548460830567,3,7.7018477722429015,ctrl,1,55.4181731157633
2904,36,1,836.9946272826827,2,6.733041988699575,ctrl,1,18.362047648396796
2837,36,1,807.3843166020224,3,6.431335397781352,treat2,1,61.513083523999335
3127,36,1,695.2088234946939,3,10,ctrl,1,64.12528993841066
3199,36,1,912.7830736301863,2,6.076249085862057,ctrl,1,27.507491047473717
4163,36,1,831.2976959339122,3,7.451000661173161,treat1,0,32.667103871003334
4384,36,1,917.6416260572636,1,7.819511246318633,treat1,1,40.94086348737025
4094,36,1,822.4021815231256,2,5.899124851262316,ctrl,1,48.21437694835747
3023,36,1,828.4467678995996,3,7.459991906765947,treat1,0,27.709267620985884
4882,36,1,806.1890984403865,3,5.7231538178801316,treat1,1,30.374054834869835
1160,36,1,687.07586651827,2,6.511835810602366,treat2,0,34.22449764011909
4370,36,1,880.5346652931297,1,7.450110129747178,treat1,0,33.66522342123192
3407,36,1,861.6256394197335,2,7.879358168536894,treat2,0,20.696341008176688
2490,36,1,859.1768061061234,3,4.418039792236255,ctrl,1,26.02216428060313
4151,36,1,868.5302800616831,3,7.3216181648995615,treat2,0,45.33809500205547
2271,36,1,807.128126608003,2,7.410182520450474,ctrl,1,17.423998430630032
831,36,1,880.1310039739386,1,6.352129789631121,ctrl,1,28.732615204485242
408,36,1,916.7379521513325,1,7.3251678205420205,ctrl,1,7.2641247557116975
922,36,1,686.2185929080035,3,6.03889100832874,treat1,0,23.897112732525915
3683,36,1,700.1518170661054,3,6.686881110119564,treat1,0,43.36292509401771
2261,36,1,882.9026836786721,3,6.538382023562065,treat2,0,41.40433302786633
2538,36,1,647.7737515602204,2,7.504694320950885,ctrl,1,34.80871633101374
563,36,1,856.4013816561094,3,5.5240033014923995,ctrl,1,29.758586563546405
562,36,1,712.6608189455982,3,7.812445593006654,treat1,0,34.29206458288563
1569,36,1,635.6762120321948,2,8.902370268646246,treat2,0,29.52783419743406
299,36,1,787.3672745434126,3,6.047615141494756,treat2,0,32.30142692164108
2503,36,1,849.9478274462332,1,4.228146854310621,ctrl,1,21.169155832134756
4979,36,1,827.485637876613,3,6.664381713970087,treat2,0,31.13595007003905
4467,36,1,696.4106577441087,1,6.0376627373693,treat1,0,61.29498641675179
3158,36,1,724.8954595924044,3,6.043136907243959,treat2,0,22.52829962201901
3589,36,1,1039.5155847275287,3,8.093757870586687,treat2,0,69.24593850576537
2016,36,1,900.7893531600096,1,9.837379872130938,treat2,0,12.479466886635423
1723,36,1,799.7923584132337,1,8.828610991072438,treat2,0,48.3088952268093
1236,36,1,678.1353918647625,3,8.628984869266294,treat1,0,55.783595055555175
4241,36,1,659.5167399507211,3,5.453069767738219,ctrl,1,14.272550748571728
652,36,1,805.6034441101111,3,6.057432586310123,ctrl,1,51.90155228313718
4545,36,1,829.3521016879876,3,8.94723489952938,treat1,0,56.93242735153177
201,36,1,921.473014377524,3,7.3044494841957235,treat2,0,37.78422547528952
250,36,1,854.5160795404544,3,7.580265726867523,treat1,0,27.761598534086787
4625,36,1,849.5644007279627,2,6.887219698603084,treat1,0,20.847956874884506
2941,36,1,883.2346650932307,2,5.0404860890993435,ctrl,1,28.99423931363443
4218,36,1,831.3015215039838,2,7.229752456265895,ctrl,1,54.69435038231903
2318,36,1,730.4262672668314,3,6.64691045710779,ctrl,1,32.5515825470305
1780,36,1,908.7592119051593,3,6.154200436192636,ctrl,1,31.821580659307095
1688,36,1,792.7037635715841,1,6.779507006044647,ctrl,1,60.65756381367317
113,36,1,886.5220797014492,3,7.836390338843724,treat1,0,73.27851480725765
2621,36,1,625.6619950307517,3,6.960820650893881,treat2,1,54.699217459062865
3577,36,1,836.2951952279321,3,8.211374354170179,treat1,0,67.4911009017105
252,36,1,707.8636654657132,3,7.133052689303315,ctrl,1,28.976886128294563
1450,36,1,704.0406140251922,1,5.855939537467371,treat2,0,68.77160163076476
857,36,1,922.8601624263972,3,6.614822646858938,treat2,0,35.05751383626139
337,36,1,811.3726577204603,3,9.601144830569485,ctrl,1,48.44082668713583
1762,36,1,618.5629391310463,1,6.0244848725461875,treat1,0,39.322837255863064
1637,36,1,775.0459003729861,3,9.563736905392801,ctrl,1,18.599938852876175
3190,36,1,782.6635136303631,1,6.204021256819493,ctrl,1,32.21305584639824
4431,36,1,822.4254255900408,1,5.43007385153644,treat2,0,37.8440358908101
2582,36,1,596.8500535584999,3,6.77298680047447,ctrl,1,34.167478230670696
3398,36,1,857.4369687274744,3,5.8435473264294355,ctrl,1,36.569083041973705
898,36,1,892.4677682223572,3,4.95161767091207,treat1,0,31.904198171324843
4413,36,1,918.8681998529369,2,8.741483340140132,treat2,0,45.589228035763604
2605,36,1,636.1495628868724,3,9.662218180448336,treat2,0,51.33771357687046
1791,36,1,910.3109210594885,3,5.066363629676877,ctrl,1,52.390357206592
4644,36,1,601.1280888583071,3,6.392622934035483,ctrl,1,26.884694277264092
2384,36,1,841.214225982824,2,7.640133976986162,ctrl,1,48.142759608449026
678,36,1,653.1813030079305,1,7.0714998725404525,ctrl,1,24.88177591869236
3063,36,1,766.2296847052257,2,6.618845637977634,ctrl,1,24.97752792796483
4157,36,1,814.9354721772282,2,6.3498579132675745,ctrl,1,15.016423541390461
3624,36,1,850.137576832017,2,6.603338733341162,ctrl,1,45.32957218288334
3774,36,1,823.1692435695968,3,10,treat1,0,11.201629722128317
1499,36,1,743.598956160502,3,7.344359112375418,ctrl,1,42.9826108028471
4261,36,1,543.6165023040435,3,7.538755615362064,treat1,0,32.70878034373817
2427,36,1,862.0498133118285,3,8.191919367030748,ctrl,1,34.20379893372454
3964,36,1,783.7559470743419,3,7.0885330548056125,treat1,0,37.52257801253335
2088,36,1,747.3822097665974,3,6.4101848349241175,treat1,0,26.28002896040122
3337,36,1,583.7151669459994,1,4.847868907522602,treat2,0,37.15540685085902
3456,36,1,750.4516316914908,1,6.490827853884557,ctrl,1,52.97262909255464
1672,36,1,945.7198491680681,1,7.432282287980763,ctrl,1,57.73757703015878
4220,36,1,800.6724535777322,2,8.269814911293196,treat1,0,8.709867754728196
4217,36,1,853.9846220109713,1,6.994936890589518,treat2,0,28.980621345124696
635,36,1,903.8849017684125,3,5.971398796212842,ctrl,1,29.32976680435381
873,36,1,762.8535740855314,2,7.103392037460229,treat1,0,42.343765070629864
2214,36,1,964.3759954608222,1,7.406721433303393,treat1,0,45.783227615205966
2105,36,1,744.8781726836893,3,7.8042904936721245,treat2,0,11.063377382589028
1923,36,1,891.0546917105917,2,6.750012274828832,treat1,0,30.38876161920288
2092,36,1,577.8276175081052,1,8.689489587653693,treat2,0,53.20029855909982
2379,36,1,926.4175741084832,1,6.844131089520142,treat1,0,23.63869124950579
897,36,1,675.1973762288924,2,6.495049786902836,treat2,0,45.30572632396017
3222,36,1,1024.6561481558479,3,7.091080207141345,treat1,0,65.37736901831077
3983,36,1,799.158770451704,3,8.910676374262248,treat2,0,31.37466470908656
894,36,1,855.5855221197431,2,7.526961841565361,treat1,0,66.44100411830131
29,36,1,707.197189492565,1,4.541630174487739,treat1,0,42.46221500277525
1110,36,1,831.7874786125622,1,6.8586758268450545,treat1,0,30.788056230302146
91,36,1,672.2340097226838,3,7.609939509556754,treat1,0,33.7465236569948
4819,36,1,937.1400771698565,3,8.525304999281339,treat1,1,48.12296673220448
65,36,1,813.1383010662678,3,7.317073205638197,treat1,0,42.213637461543115
405,36,1,726.9345476710017,3,7.564191070792065,treat1,1,42.75112692080184
1158,36,1,832.1358971621002,3,9.440252987726263,treat2,1,38.81476095780226
585,36,1,720.5801244027749,3,8.468236647749023,treat1,0,15.643345703515541
3514,36,1,759.0767980258854,1,7.438217957208958,treat2,0,30.566974786111427
4982,36,1,826.6329776353531,3,10,treat2,0,25.090297558718994
1734,36,1,727.8810488792392,3,6.808482368818145,treat2,1,57.00686082829314
3848,36,1,646.6827878855872,3,7.421977811698207,treat2,0,39.10763774899944
3921,36,1,924.8250820846639,3,6.584810980389852,treat2,0,53.71215168256333
4140,36,1,618.2341250942811,1,6.1098459910897045,treat1,0,51.17682305442702
2244,36,1,668.4719232189518,1,8.673713408128776,treat2,1,42.62099526893769
3304,36,1,890.4613496980323,2,7.598389001215749,treat1,0,56.97788841047349
4417,36,1,719.9701150211918,3,5.117238537204058,treat2,0,32.651514465056344
1655,36,1,624.4539572479276,3,7.188288773062591,ctrl,1,24.30218042074537
3235,36,1,914.3084218548389,2,5.39656419076058,ctrl,1,17.60146941795361
1972,36,1,734.675650687695,3,5.6287021889513165,treat1,1,25.93573243547871
2660,36,1,820.4090308003409,3,6.634084902740601,ctrl,1,61.9692089891233
2185,36,1,886.9150779930769,1,7.3030344626189665,ctrl,1,40.725299049099455
4677,36,1,834.33783044725806,3,6.844421560739262,treat1,0,33.92906686924806
1951,36,1,920.1796219205293,3,4.8542485927709915,treat1,0,36.41148374286382
3391,36,1,888.3758647924815,3,8.10708197370066,ctrl,1,35.91255967116522
2612,36,1,731.7189275654378,1,6.01640568667157,treat1,1,40.697046181475955
4147,36,1,757.6502424408069,2,9.631775325790057,treat1,0,27.924729920734308
1260,36,1,909.9858663781147,2,7.037931778835496,treat2,0,58.825309546915655
4063,36,1,874.4104816648323,2,6.439237760806037,treat1,1,3.4705261359942177
3319,36,1,789.9881770662975,1,7.598330609918099,treat2,0,46.78926756992205
4249,36,1,711.9897892385392,3,7.704456859769221,ctrl,1,35.73525041173315
1188,36,1,759.3064590131725,3,7.102634480957844,ctrl,1,26.97365507232952
813,36,1,746.9342339107018,3,7.166654958722161,ctrl,1,43.07697988436604
4380,36,1,865.3190623590341,3,6.943984423290599,ctrl,1,67.54368941296238
325,36,1,779.8851588950325,3,7.097338805681805,ctrl,1,26.459385452403914
229,36,1,912.6272437490095,2,9.875009054982804,treat1,1,45.54456978304723
4569,36,1,895.7151606923794,3,7.437209281569856,treat2,1,38.58763405486887
1312,36,1,818.2885232565045,3,6.628765376547658,treat1,0,42.58125568328192
4016,36,1,789.9022863465367,2,8.902354305365016,treat1,0,58.42480851390339
2725,36,1,988.3894751020068,2,8.493148162036444,treat1,0,50.773039266669386
1311,36,1,660.5919264249112,3,6.427686093868226,ctrl,1,28.745477963600766
4602,36,1,1018.9573696378673,3,6.861732161278078,treat1,0,3.922333504067267
1752,36,1,657.5073040852487,3,7.984587122551957,ctrl,1,34.416058957869645
3560,36,1,801.6667818003484,3,7.147298699393537,treat2,1,12.058811001902805
2187,36,1,640.7431737196904,3,5.375019195731689,treat1,0,52.20856895070862
3101,36,1,753.5149876694334,3,6.930691157314476,treat2,0,60.3596617790921
853,36,1,747.7597589046732,1,6.781101718039194,treat2,0,40.92520660246774
300,36,1,698.133290367701,1,4.719498082212869,ctrl,1,49.834666465208386
344,36,1,806.2423848692705,2,7.971245688185391,treat2,0,26.907014317353806
716,36,1,787.2770119436435,2,2.9817975511088113,treat2,0,31.1728663142833
2268,36,1,761.2870286504433,2,7.240260907415176,treat1,1,36.13563948606263
3815,36,1,758.9962768197612,3,7.480419334965918,treat2,0,38.63431012503313
3928,36,1,732.2815248797995,3,4.976085991248082,treat2,0,11.036880429151957
517,36,1,786.3903534080484,2,8.444140472867963,ctrl,1,43.85189488600545
3782,36,1,679.225018651056,2,7.396707465368419,treat2,0,27.828375225952545
918,36,1,895.4219477306058,3,5.77929342065137,treat1,0,54.35043576356178
3618,36,1,847.6509533304096,3,5.840366498207138,ctrl,1,30.58966372001236
220,36,1,721.2176576093532,1,8.513179894325095,ctrl,1,23.772934571309413
3332,36,1,789.3651724674019,2,5.548162853510939,treat1,0,14.047042302062584
959,36,1,882.2022002684364,3,5.914168801305049,treat1,0,27.961403628289474
1384,36,1,868.3639531229251,3,5.732782764319328,treat2,0,3.0727144938678137
1372,36,1,716.3526561362746,3,7.562782235314114,ctrl,1,54.881131888664584
3809,36,1,955.4304776591229,3,4.9284313443793035,treat2,0,40.39006003722069
2888,36,1,649.2561815210737,2,8.126860263173292,treat2,0,34.98984524473131
2939,36,1,865.6980357320488,2,5.9395289744348005,ctrl,1,37.02922634344386
4749,36,1,736.4611061107493,1,7.5151736095057435,treat2,0,41.18684401778161
1770,36,1,743.3642645720306,3,6.328103294616194,treat1,0,37.27544704293451
2135,36,1,814.4176060446396,3,9.010841387510945,ctrl,1,39.91454120290937
3538,36,1,924.3667407519887,3,6.843028744104133,treat2,0,37.9678894300856
4155,36,1,564.0464846588518,2,7.099514981949328,treat1,0,33.62902977301688
253,36,1,732.3427389052003,2,6.515784863573654,treat2,0,49.559161670772696
3641,36,1,758.1650324372981,3,8.504170224691086,treat2,0,54.90858750481345
4846,36,1,812.8476801980634,2,7.228630857040017,treat2,0,40.85149446161425
2437,36,1,976.9715786675118,3,4.731997077209825,ctrl,1,48.49732558187194
3397,36,1,954.3883907736267,2,7.555232184073468,treat1,0,36.880197975201746
2129,36,1,796.1046686199439,3,5.7593962815785735,treat1,0,18.944272714020205
2237,36,1,782.4328319048294,2,6.583401726245958,treat1,0,57.759576638042304
3629,36,1,842.438751981268,1,8.056035626799286,treat2,0,54.19629987953312
30,36,1,924.0180838003142,2,5.279967466074986,treat2,1,49.32669310904211
869,36,1,735.696577850225,2,7.3116317504187585,treat1,1,44.579559000355765
1848,36,1,908.7785348970234,3,6.1618016370021165,treat2,0,43.074377647428825
3027,36,1,747.0140854662587,1,8.012803873207442,treat1,1,62.354276789590095
3839,36,1,906.0951170582367,2,8.380997673049809,treat1,0,57.9873591804587
816,36,1,965.3045398736865,3,7.057803301494221,ctrl,1,20.357495923776785
10,36,1,977.6863213682723,2,10,treat2,0,47.11267025310645
1776,36,1,892.8708371884966,3,5.989617147727039,treat2,0,36.727631133597924
2498,36,1,844.3427660373433,2,6.6802133149044876,treat2,0,23.35014151299442
844,36,1,757.236756362976,2,5.897953777519366,treat1,0,55.3635215595302
21,36,1,954.0814980870978,3,8.15022018297577,treat1,0,34.01409465788271
3728,36,1,717.9381102134377,2,6.564330388994086,treat1,1,62.461987967457
3587,36,1,616.1709035512364,1,8.736115550302587,treat2,0,52.139023368994586
4652,36,1,742.4614690220282,3,4.596287352761131,treat2,0,16.6286389432584
3026,36,1,567.4680525026063,1,6.056798169326886,ctrl,1,33.03787318018534
3882,36,1,783.9088111360705,3,6.9549193480764435,treat2,1,31.463303688865548
3937,36,1,667.8473853166352,3,6.992040127072819,ctrl,1,29.837148601727204
3899,36,1,786.0218558486839,3,6.810209054356061,ctrl,1,13.785898566286752
226,36,1,656.1505602426481,2,6.627437396566334,treat2,1,14.231927479904808
543,36,1,800.6955417289187,3,6.9886079592353845,treat2,0,18.34286196722146
3528,36,1,968.2621942494561,3,5.624074324809271,treat2,1,50.30959803327281
3137,36,1,715.5724610157991,3,9.03542691662063,ctrl,1,21.305267796883655
1533,36,1,817.0352967846117,3,6.683683389777204,ctrl,1,44.083870443785266
2794,36,1,860.5225386385993,3,6.223161794826215,ctrl,1,40.71394715846364
1268,36,1,615.3229334421897,2,5.098181234603151,treat2,0,58.71399639011575
3322,36,1,861.7313490670284,1,8.623876129032617,treat1,0,40.30842948229929
4560,36,1,937.6816906167026,3,6.179395518854116,treat1,0,65.11231056297846
1407,36,1,810.67042718612,3,6.9826601295749615,treat2,1,32.76630072791424
1620,36,1,957.6952967996147,3,4.116105951509422,ctrl,1,12.16026073996256
3382,36,1,861.788464189604,1,8.287724694774047,treat1,0,13.393552374857235
3677,36,1,770.7556915226168,3,8.833384026789128,ctrl,1,23.68454191589664
704,36,1,716.084438331204,3,6.64549174097119,treat1,0,27.54001852180126
1728,36,1,803.4932468311379,2,6.409628986880966,ctrl,1,45.74895276299167
2591,36,1,917.2849679092585,2,7.731173442551075,ctrl,1,49.80530653421267
2985,36,1,830.6234432752419,1,9.349176743464579,ctrl,1,26.96455565952345
4000,36,1,924.2359647868476,2,7.283750021023133,treat1,0,39.76758590041727
3253,36,1,923.6111158451511,2,5.565877512118622,treat1,1,42.06545784092411
2970,36,1,840.2148465343843,2,7.570426504183943,treat2,0,60.37486489970095
3119,36,1,852.2331035288676,1,8.668773236640714,ctrl,1,57.665936518140256
2505,36,1,636.7267299044266,1,8.650382316368775,ctrl,1,47.173601282124324
3013,36,1,822.9610250794404,3,8.131816640932978,ctrl,1,38.188694441943376
3632,36,1,803.7682463634499,3,5.827728216537387,ctrl,1,25.48862798197113
1929,36,1,983.0772102985529,2,7.539639550684875,ctrl,1,50.603001921362996
4457,36,1,762.5008056635702,2,5.827918996368878,treat1,1,50.399522751569364
1103,36,1,789.4898274365975,2,4.729620053816802,treat2,0,16.12466775240932
4440,36,1,733.3485425762444,3,5.660944011562004,ctrl,1,34.79910052099637
1890,36,1,669.3952356040957,3,10,treat1,0,50.630252627221
491,36,1,789.2597569556481,2,4.798973121543627,treat1,0,36.52378020036147
3671,36,1,781.3575559022815,1,6.300554715642914,ctrl,1,47.65458948902973
2284,36,1,819.6746187758324,3,4.475207955570859,treat1,0,16.71406303880973
2424,36,1,790.6916980106,3,7.248565027393406,treat2,0,18.611080995252046
3505,36,1,735.0855120181199,3,9.008586797976953,treat1,0,25.374841544720148
4893,36,1,536.8159329138279,3,5.810296915040913,ctrl,1,35.145553264746496
3693,36,1,854.2435529797683,2,6.460579591968325,ctrl,1,48.677962661305024
2405,36,1,770.1648131534937,3,7.468092504825014,treat2,0,31.281722556320307
1508,36,1,860.8375164864689,3,5.970799630863815,treat2,0,30.76870639729061
4923,36,1,678.1667645042496,2,6.871020985887428,treat1,0,24.723963538156326
949,36,1,705.7062093938206,2,6.012683182131753,treat1,1,35.310062129448546
3469,36,1,879.4335128500393,2,8.349601738336423,treat2,0,32.01459448418674
1507,36,1,782.4692669125767,1,7.370889411839072,ctrl,1,58.47877790776452
4185,36,1,780.1138871570304,3,5.203620772434077,treat1,0,22.996408874233072
